time,altitude_m,v_down_m_s
2025-12-19T17:52:50.738004,19.41,4.45
2025-12-19T17:52:50.789650,19.23,4.36
2025-12-19T17:52:50.840848,18.95,4.23
2025-12-19T17:52:50.892462,18.78,4.15
2025-12-19T17:52:50.944770,18.54,4.05
2025-12-19T17:52:50.995818,18.28,3.94
2025-12-19T17:52:51.046734,18.12,3.87
2025-12-19T17:52:51.097809,17.87,3.75
2025-12-19T17:52:51.148644,17.75,3.69
2025-12-19T17:52:51.200081,17.5,3.57
2025-12-19T17:52:51.251077,17.36,3.51
2025-12-19T17:52:51.302529,17.16,3.42
2025-12-19T17:52:51.354516,17.02,3.36
2025-12-19T17:52:51.405597,16.8,3.27
2025-12-19T17:52:51.456490,16.61,3.19
2025-12-19T17:52:51.507485,16.48,3.14
2025-12-19T17:52:51.558303,16.27,3.06
2025-12-19T17:52:51.609249,16.14,3.02
2025-12-19T17:52:51.659989,15.97,2.96
2025-12-19T17:52:51.711104,15.84,2.92
2025-12-19T17:52:51.762495,15.65,2.85
2025-12-19T17:52:51.814240,15.53,2.81
2025-12-19T17:52:51.865363,15.37,2.75
2025-12-19T17:52:51.916287,15.19,2.69
2025-12-19T17:52:51.967293,15.08,2.65
2025-12-19T17:52:52.018170,14.93,2.59
2025-12-19T17:52:52.069408,14.82,2.55
2025-12-19T17:52:52.120273,14.65,2.49
2025-12-19T17:52:52.171203,14.55,2.46
2025-12-19T17:52:52.222446,14.41,2.41
2025-12-19T17:52:52.274850,14.31,2.38
2025-12-19T17:52:52.326516,14.15,2.32
2025-12-19T17:52:52.377409,14.02,2.28
2025-12-19T17:52:52.429588,13.92,2.24
2025-12-19T17:52:52.480396,13.77,2.19
2025-12-19T17:52:52.531868,13.68,2.15
2025-12-19T17:52:52.583435,13.56,2.11
2025-12-19T17:52:52.634610,13.47,2.08
2025-12-19T17:52:52.685714,13.33,2.03
2025-12-19T17:52:52.736651,13.21,1.99
2025-12-19T17:52:52.787962,13.13,1.96
2025-12-19T17:52:52.838862,12.99,1.9
2025-12-19T17:52:52.890410,12.91,1.88
2025-12-19T17:52:52.942109,12.8,1.83
2025-12-19T17:52:52.993156,12.71,1.8
2025-12-19T17:52:53.044211,12.6,1.76
2025-12-19T17:52:53.095277,12.53,1.73
2025-12-19T17:52:53.146954,12.43,1.69
2025-12-19T17:52:53.198110,12.31,1.65
2025-12-19T17:52:53.250095,12.25,1.62
2025-12-19T17:52:53.301403,12.15,1.58
2025-12-19T17:52:53.352805,12.09,1.56
2025-12-19T17:52:53.403978,11.98,1.52
2025-12-19T17:52:53.454955,11.92,1.49
2025-12-19T17:52:53.506179,11.82,1.45
2025-12-19T17:52:53.557534,11.73,1.42
2025-12-19T17:52:53.608200,11.67,1.39
2025-12-19T17:52:53.659821,11.59,1.36
2025-12-19T17:52:53.710668,11.53,1.33
2025-12-19T17:52:53.761572,11.44,1.29
2025-12-19T17:52:53.812511,11.38,1.27
2025-12-19T17:52:53.863700,11.3,1.23
2025-12-19T17:52:53.915117,11.25,1.21
2025-12-19T17:52:53.966437,11.17,1.18
2025-12-19T17:52:54.017216,11.09,1.15
2025-12-19T17:52:54.068109,11.05,1.13
2025-12-19T17:52:54.118999,10.97,1.09
2025-12-19T17:52:54.170344,10.92,1.07
2025-12-19T17:52:54.221464,10.86,1.04
2025-12-19T17:52:54.272310,10.81,1.02
2025-12-19T17:52:54.323213,10.74,0.99
2025-12-19T17:52:54.375414,10.7,0.97
2025-12-19T17:52:54.426387,10.64,0.95
2025-12-19T17:52:54.477444,10.57,0.92
2025-12-19T17:52:54.528527,10.53,0.9
2025-12-19T17:52:54.579750,10.48,0.88
2025-12-19T17:52:54.630433,10.44,0.86
2025-12-19T17:52:54.681493,10.38,0.84
2025-12-19T17:52:54.732541,10.35,0.83
2025-12-19T17:52:54.783400,10.29,0.82
2025-12-19T17:52:54.835373,10.26,0.82
2025-12-19T17:52:54.886513,10.2,0.82
2025-12-19T17:52:54.937469,10.15,0.82
2025-12-19T17:52:54.988553,10.12,0.82
2025-12-19T17:52:55.039571,10.06,0.82
2025-12-19T17:52:55.090878,10.02,0.82
2025-12-19T17:52:55.141928,9.97,0.83
2025-12-19T17:52:55.192792,9.94,0.83
2025-12-19T17:52:55.243715,9.88,0.83
2025-12-19T17:52:55.296204,9.84,0.83
2025-12-19T17:52:55.347135,9.79,0.83
2025-12-19T17:52:55.398039,9.73,0.83
2025-12-19T17:52:55.449043,9.7,0.84
2025-12-19T17:52:55.500127,9.64,0.84
2025-12-19T17:52:55.550965,9.61,0.84
2025-12-19T17:52:55.601772,9.55,0.84
2025-12-19T17:52:55.652858,9.51,0.84
2025-12-19T17:52:55.704078,9.46,0.84
2025-12-19T17:52:55.755863,9.43,0.85
2025-12-19T17:52:55.806728,9.37,0.85
2025-12-19T17:52:55.857928,9.31,0.85
2025-12-19T17:52:55.908885,9.29,0.85
2025-12-19T17:52:55.959845,9.23,0.86
2025-12-19T17:52:56.010928,9.19,0.86
2025-12-19T17:52:56.061532,9.14,0.86
2025-12-19T17:52:56.112669,9.11,0.86
2025-12-19T17:52:56.164032,9.05,0.87
2025-12-19T17:52:56.216129,9.01,0.87
2025-12-19T17:52:56.267533,8.96,0.88
2025-12-19T17:52:56.318787,8.9,0.88
2025-12-19T17:52:56.371057,8.87,0.89
2025-12-19T17:52:56.422619,8.81,0.89
2025-12-19T17:52:56.473519,8.78,0.89
2025-12-19T17:52:56.524700,8.72,0.89
2025-12-19T17:52:56.576021,8.68,0.89
2025-12-19T17:52:56.627165,8.63,0.9
2025-12-19T17:52:56.678664,8.57,0.9
2025-12-19T17:52:56.731381,8.53,0.9
2025-12-19T17:52:56.782561,8.48,0.9
2025-12-19T17:52:56.834461,8.44,0.9
2025-12-19T17:52:56.884976,8.38,0.9
2025-12-19T17:52:56.936339,8.34,0.9
2025-12-19T17:52:56.988162,8.29,0.91
2025-12-19T17:52:57.038725,8.23,0.91
2025-12-19T17:52:57.089714,8.19,0.91
2025-12-19T17:52:57.140601,8.14,0.91
2025-12-19T17:52:57.192293,8.1,0.91
2025-12-19T17:52:57.243482,8.04,0.91
2025-12-19T17:52:57.294246,8.01,0.92
2025-12-19T17:52:57.345027,7.96,0.92
