time,altitude_m,v_down_m_s
2025-12-19T17:52:47.207922,40.1,0.0
2025-12-19T17:52:47.258687,40.11,0.01
2025-12-19T17:52:47.309962,40.1,0.25
2025-12-19T17:52:47.360644,40.07,0.77
2025-12-19T17:52:47.411961,40.04,1.1
2025-12-19T17:52:47.463027,39.95,1.66
2025-12-19T17:52:47.514088,39.85,2.14
2025-12-19T17:52:47.564829,39.76,2.47
2025-12-19T17:52:47.615914,39.62,2.89
2025-12-19T17:52:47.667055,39.5,3.19
2025-12-19T17:52:47.718363,39.29,3.66
2025-12-19T17:52:47.769841,39.15,3.97
2025-12-19T17:52:47.820985,38.93,4.4
2025-12-19T17:52:47.872361,38.76,4.72
2025-12-19T17:52:47.923333,38.45,5.23
2025-12-19T17:52:47.974636,38.16,5.68
2025-12-19T17:52:48.025899,37.93,6.0
2025-12-19T17:52:48.076836,37.54,6.52
2025-12-19T17:52:48.128050,37.28,6.82
2025-12-19T17:52:48.178801,36.9,7.15
2025-12-19T17:52:48.230128,36.62,7.32
2025-12-19T17:52:48.281013,36.17,7.49
2025-12-19T17:52:48.332890,35.88,7.54
2025-12-19T17:52:48.384005,35.47,7.59
2025-12-19T17:52:48.434818,35.01,7.64
2025-12-19T17:52:48.485711,34.72,7.67
2025-12-19T17:52:48.536689,34.3,7.7
2025-12-19T17:52:48.587861,34.0,7.72
2025-12-19T17:52:48.638492,33.53,7.74
2025-12-19T17:52:48.689736,33.23,7.76
2025-12-19T17:52:48.740989,32.74,7.78
2025-12-19T17:52:48.792875,32.5,7.78
2025-12-19T17:52:48.843992,32.02,7.8
2025-12-19T17:52:48.895450,31.59,7.81
2025-12-19T17:52:48.947976,31.22,7.82
2025-12-19T17:52:48.999370,30.8,7.83
2025-12-19T17:52:49.050677,30.49,7.83
2025-12-19T17:52:49.101874,30.0,7.84
2025-12-19T17:52:49.152765,29.75,7.84
2025-12-19T17:52:49.203952,29.26,7.85
2025-12-19T17:52:49.255013,28.76,7.85
2025-12-19T17:52:49.306082,28.52,7.85
2025-12-19T17:52:49.357282,28.02,7.86
2025-12-19T17:52:49.408967,27.71,7.86
2025-12-19T17:52:49.460542,27.27,7.86
2025-12-19T17:52:49.512205,26.96,7.83
2025-12-19T17:52:49.562820,26.47,7.72
2025-12-19T17:52:49.613862,26.16,7.61
2025-12-19T17:52:49.665148,25.75,7.44
2025-12-19T17:52:49.715825,25.28,7.24
2025-12-19T17:52:49.766794,25.0,7.11
2025-12-19T17:52:49.817908,24.6,6.9
2025-12-19T17:52:49.869326,24.33,6.77
2025-12-19T17:52:49.920982,23.91,6.56
2025-12-19T17:52:49.972006,23.65,6.45
2025-12-19T17:52:50.022980,23.29,6.28
2025-12-19T17:52:50.073927,23.04,6.17
2025-12-19T17:52:50.125085,22.65,6.0
2025-12-19T17:52:50.175853,22.31,5.85
2025-12-19T17:52:50.227021,22.08,5.73
2025-12-19T17:52:50.278238,21.71,5.54
2025-12-19T17:52:50.329150,21.49,5.43
2025-12-19T17:52:50.379906,21.18,5.28
2025-12-19T17:52:50.430736,20.97,5.18
2025-12-19T17:52:50.482010,20.64,5.02
2025-12-19T17:52:50.533750,20.44,4.94
2025-12-19T17:52:50.584736,20.16,4.8
2025-12-19T17:52:50.635657,19.85,4.66
2025-12-19T17:52:50.687030,19.66,4.58
