timestamp,phase,altitude_m,vertical_speed_m_s,horizontal_speed_m_s,roll_deg,pitch_deg,yaw_deg,hover_time_s,target_distance_m
2026-01-10T16:29:41.529734,ASCENT,9.11,-0.87,0.02,-0.25,0.2,92.05,0.0,0.0
2026-01-10T16:29:41.580180,ASCENT,9.16,-0.84,0.02,-0.22,0.17,92.08,0.0,0.0
2026-01-10T16:29:41.630459,ASCENT,9.2,-0.82,0.02,-0.17,0.22,92.09,0.0,0.0
2026-01-10T16:29:41.681019,ASCENT,9.27,-1.6,0.04,-0.01,0.66,91.5,0.0,0.0
2026-01-10T16:29:41.731706,ASCENT,9.34,-2.26,0.05,0.23,1.64,88.71,0.0,0.0
2026-01-10T16:29:41.782393,ASCENT,9.52,-3.22,0.08,0.21,1.97,84.67,0.0,0.0
2026-01-10T16:29:41.833399,ASCENT,9.67,-3.8,0.11,0.3,1.71,78.83,0.0,0.0
2026-01-10T16:29:41.884390,ASCENT,9.9,-4.49,0.14,0.43,1.2,73.53,0.0,0.0
2026-01-10T16:29:41.935292,ASCENT,10.08,-4.84,0.14,0.8,0.36,64.41,0.0,0.0
2026-01-10T16:29:41.986274,ASCENT,10.39,-5.36,0.13,1.37,-0.24,54.93,0.0,0.0
2026-01-10T16:29:42.037294,ASCENT,10.6,-5.61,0.1,1.69,-1.22,47.65,0.0,0.0
2026-01-10T16:29:42.089332,ASCENT,10.91,-5.8,0.06,1.99,-2.55,38.63,0.0,0.0
2026-01-10T16:29:42.139935,ASCENT,11.26,-5.87,0.02,1.72,-2.95,33.57,0.0,0.0
2026-01-10T16:29:42.190932,ASCENT,11.48,-5.89,0.05,0.97,-2.74,29.92,0.0,0.0
2026-01-10T16:29:42.241512,ASCENT,11.8,-5.91,0.08,0.03,-2.09,27.52,0.0,0.0
2026-01-10T16:29:42.292198,ASCENT,12.02,-5.93,0.09,-0.95,-1.05,25.25,0.0,0.0
2026-01-10T16:29:42.345884,ASCENT,12.39,-5.96,0.08,-1.62,-0.02,23.0,0.0,0.0
