time,altitude_m,v_down_m_s
2025-12-19T17:50:08.430730,40.99,-0.02
2025-12-19T17:50:08.483114,40.99,-0.02
2025-12-19T17:50:08.534002,40.98,0.37
2025-12-19T17:50:08.584991,40.95,0.83
2025-12-19T17:50:08.635852,40.91,1.17
2025-12-19T17:50:08.686917,40.82,1.73
2025-12-19T17:50:08.738443,40.75,2.07
2025-12-19T17:50:08.790096,40.63,2.52
2025-12-19T17:50:08.841060,40.52,2.83
2025-12-19T17:50:08.891734,40.33,3.3
2025-12-19T17:50:08.942703,40.21,3.6
2025-12-19T17:50:08.994428,40.01,4.02
2025-12-19T17:50:09.045394,39.75,4.53
2025-12-19T17:50:09.096246,39.57,4.85
2025-12-19T17:50:09.147021,39.3,5.29
2025-12-19T17:50:09.198089,39.1,5.61
2025-12-19T17:50:09.249252,38.74,6.13
2025-12-19T17:50:09.300458,38.5,6.45
2025-12-19T17:50:09.351310,38.13,6.88
2025-12-19T17:50:09.403286,37.8,7.16
2025-12-19T17:50:09.454742,37.4,7.39
2025-12-19T17:50:09.506326,37.0,7.5
2025-12-19T17:50:09.557110,36.71,7.54
2025-12-19T17:50:09.608036,36.25,7.59
2025-12-19T17:50:09.658855,35.95,7.62
2025-12-19T17:50:09.709530,35.54,7.66
2025-12-19T17:50:09.760894,35.25,7.68
2025-12-19T17:50:09.811582,34.77,7.71
2025-12-19T17:50:09.863673,34.47,7.72
2025-12-19T17:50:09.914330,33.99,7.74
2025-12-19T17:50:09.965665,33.57,7.75
2025-12-19T17:50:10.016677,33.27,7.76
2025-12-19T17:50:10.068042,32.84,7.77
2025-12-19T17:50:10.119171,32.48,7.78
2025-12-19T17:50:10.170730,32.05,7.79
2025-12-19T17:50:10.221628,31.75,7.8
2025-12-19T17:50:10.272669,31.32,7.81
2025-12-19T17:50:10.323406,31.01,7.81
2025-12-19T17:50:10.374682,30.52,7.82
2025-12-19T17:50:10.425508,30.09,7.82
2025-12-19T17:50:10.476301,29.78,7.82
2025-12-19T17:50:10.527826,29.28,7.83
2025-12-19T17:50:10.578906,28.97,7.83
2025-12-19T17:50:10.629963,28.54,7.83
2025-12-19T17:50:10.681165,28.23,7.83
2025-12-19T17:50:10.732652,27.73,7.83
2025-12-19T17:50:10.783608,27.42,7.83
2025-12-19T17:50:10.834943,26.92,7.79
2025-12-19T17:50:10.885780,26.49,7.69
2025-12-19T17:50:10.936664,26.19,7.59
2025-12-19T17:50:10.987867,25.77,7.39
2025-12-19T17:50:11.038889,25.48,7.26
2025-12-19T17:50:11.089772,25.02,7.05
2025-12-19T17:50:11.140761,24.74,6.93
2025-12-19T17:50:11.191990,24.35,6.75
2025-12-19T17:50:11.243908,24.08,6.62
2025-12-19T17:50:11.295210,23.66,6.43
2025-12-19T17:50:11.345772,23.3,6.27
2025-12-19T17:50:11.396770,23.05,6.15
2025-12-19T17:50:11.447563,22.65,5.95
2025-12-19T17:50:11.498804,22.42,5.83
2025-12-19T17:50:11.549958,22.09,5.66
2025-12-19T17:50:11.601002,21.86,5.56
2025-12-19T17:50:11.651988,21.5,5.39
2025-12-19T17:50:11.703900,21.28,5.3
2025-12-19T17:50:11.754860,20.98,5.15
2025-12-19T17:50:11.805716,20.64,5.0
2025-12-19T17:50:11.856589,20.44,4.9
2025-12-19T17:50:11.908006,20.16,4.76
2025-12-19T17:50:11.959344,19.97,4.66
2025-12-19T17:50:12.010141,19.67,4.52
2025-12-19T17:50:12.061012,19.49,4.44
2025-12-19T17:50:12.111976,19.24,4.32
2025-12-19T17:50:12.163922,19.06,4.24
2025-12-19T17:50:12.214885,18.78,4.12
2025-12-19T17:50:12.266333,18.52,4.01
2025-12-19T17:50:12.318826,18.38,3.95
2025-12-19T17:50:12.369977,18.12,3.82
2025-12-19T17:50:12.421324,17.97,3.75
2025-12-19T17:50:12.472544,17.75,3.65
2025-12-19T17:50:12.524291,17.6,3.59
2025-12-19T17:50:12.575331,17.36,3.48
2025-12-19T17:50:12.626720,17.16,3.4
2025-12-19T17:50:12.677884,17.02,3.33
2025-12-19T17:50:12.729074,16.8,3.23
2025-12-19T17:50:12.780327,16.66,3.18
2025-12-19T17:50:12.831556,16.47,3.11
2025-12-19T17:50:12.883160,16.34,3.06
2025-12-19T17:50:12.933974,16.14,2.99
2025-12-19T17:50:12.985397,16.01,2.95
2025-12-19T17:50:13.036987,15.84,2.89
2025-12-19T17:50:13.087779,15.65,2.83
2025-12-19T17:50:13.140206,15.53,2.78
2025-12-19T17:50:13.191297,15.36,2.72
2025-12-19T17:50:13.243104,15.25,2.68
2025-12-19T17:50:13.294071,15.07,2.62
2025-12-19T17:50:13.345108,14.97,2.58
2025-12-19T17:50:13.396559,14.8,2.52
2025-12-19T17:50:13.447694,14.65,2.47
2025-12-19T17:50:13.500515,14.55,2.44
2025-12-19T17:50:13.551780,14.41,2.39
2025-12-19T17:50:13.603238,14.29,2.34
2025-12-19T17:50:13.653984,14.15,2.29
2025-12-19T17:50:13.704919,14.06,2.26
2025-12-19T17:50:13.755642,13.92,2.22
2025-12-19T17:50:13.806628,13.77,2.16
2025-12-19T17:50:13.858091,13.68,2.13
2025-12-19T17:50:13.909042,13.56,2.08
2025-12-19T17:50:13.959986,13.47,2.05
2025-12-19T17:50:14.010777,13.33,2.0
2025-12-19T17:50:14.061907,13.24,1.97
2025-12-19T17:50:14.112885,13.13,1.93
2025-12-19T17:50:14.164977,13.04,1.9
2025-12-19T17:50:14.216429,12.91,1.85
2025-12-19T17:50:14.267998,12.8,1.81
2025-12-19T17:50:14.319888,12.73,1.79
2025-12-19T17:50:14.371012,12.6,1.74
2025-12-19T17:50:14.422235,12.53,1.71
2025-12-19T17:50:14.473668,12.43,1.67
2025-12-19T17:50:14.525004,12.34,1.63
2025-12-19T17:50:14.576072,12.25,1.59
2025-12-19T17:50:14.627212,12.15,1.55
2025-12-19T17:50:14.677916,12.09,1.53
2025-12-19T17:50:14.729142,11.99,1.49
2025-12-19T17:50:14.780075,11.92,1.47
2025-12-19T17:50:14.830889,11.84,1.43
2025-12-19T17:50:14.881748,11.78,1.41
2025-12-19T17:50:14.932857,11.68,1.37
2025-12-19T17:50:14.985294,11.62,1.35
2025-12-19T17:50:15.036943,11.54,1.31
2025-12-19T17:50:15.087638,11.45,1.27
2025-12-19T17:50:15.139965,11.39,1.25
2025-12-19T17:50:15.191470,11.32,1.22
2025-12-19T17:50:15.242767,11.26,1.2
2025-12-19T17:50:15.293597,11.18,1.16
2025-12-19T17:50:15.344901,11.13,1.14
2025-12-19T17:50:15.395656,11.06,1.11
2025-12-19T17:50:15.446684,10.98,1.08
2025-12-19T17:50:15.498153,10.94,1.06
2025-12-19T17:50:15.549814,10.87,1.03
2025-12-19T17:50:15.600968,10.82,1.01
2025-12-19T17:50:15.651873,10.75,0.98
2025-12-19T17:50:15.702955,10.71,0.96
2025-12-19T17:50:15.753552,10.65,0.94
2025-12-19T17:50:15.805085,10.61,0.92
2025-12-19T17:50:15.855835,10.55,0.9
2025-12-19T17:50:15.906760,10.49,0.87
2025-12-19T17:50:15.957738,10.46,0.86
2025-12-19T17:50:16.008626,10.4,0.84
2025-12-19T17:50:16.060038,10.36,0.82
2025-12-19T17:50:16.111352,10.31,0.82
2025-12-19T17:50:16.162240,10.28,0.82
2025-12-19T17:50:16.213834,10.22,0.81
2025-12-19T17:50:16.266092,10.19,0.82
2025-12-19T17:50:16.317135,10.14,0.82
2025-12-19T17:50:16.368588,10.08,0.82
2025-12-19T17:50:16.420786,10.04,0.82
2025-12-19T17:50:16.472211,9.99,0.83
2025-12-19T17:50:16.523756,9.96,0.83
2025-12-19T17:50:16.574703,9.9,0.84
2025-12-19T17:50:16.626379,9.86,0.84
2025-12-19T17:50:16.677783,9.81,0.84
2025-12-19T17:50:16.728669,9.76,0.84
2025-12-19T17:50:16.781517,9.72,0.84
2025-12-19T17:50:16.833318,9.66,0.85
2025-12-19T17:50:16.884380,9.63,0.85
2025-12-19T17:50:16.935068,9.58,0.85
2025-12-19T17:50:16.986239,9.54,0.85
2025-12-19T17:50:17.037246,9.49,0.85
2025-12-19T17:50:17.088348,9.43,0.86
2025-12-19T17:50:17.139127,9.4,0.86
2025-12-19T17:50:17.190295,9.35,0.87
2025-12-19T17:50:17.241459,9.31,0.87
2025-12-19T17:50:17.293133,9.26,0.87
2025-12-19T17:50:17.344208,9.22,0.88
2025-12-19T17:50:17.396896,9.17,0.88
2025-12-19T17:50:17.447968,9.11,0.88
2025-12-19T17:50:17.498788,9.08,0.88
2025-12-19T17:50:17.549759,9.03,0.89
2025-12-19T17:50:17.600822,8.99,0.89
2025-12-19T17:50:17.652337,8.93,0.9
2025-12-19T17:50:17.704079,8.9,0.9
2025-12-19T17:50:17.754795,8.84,0.9
2025-12-19T17:50:17.805737,8.81,0.9
2025-12-19T17:50:17.856951,8.75,0.9
2025-12-19T17:50:17.908823,8.7,0.9
2025-12-19T17:50:17.961637,8.65,0.91
2025-12-19T17:50:18.012554,8.6,0.91
2025-12-19T17:50:18.063704,8.56,0.91
2025-12-19T17:50:18.115025,8.51,0.92
2025-12-19T17:50:18.166572,8.48,0.91
2025-12-19T17:50:18.217655,8.42,0.91
2025-12-19T17:50:18.268381,8.37,0.92
2025-12-19T17:50:18.319714,8.33,0.92
2025-12-19T17:50:18.370276,8.27,0.92
2025-12-19T17:50:18.421387,8.24,0.93
2025-12-19T17:50:18.472358,8.18,0.93
2025-12-19T17:50:18.523499,8.15,0.93
2025-12-19T17:50:18.574673,8.09,0.94
2025-12-19T17:50:18.626654,8.05,0.94
2025-12-19T17:50:18.677513,8.0,0.95
