timestamp,phase,altitude_m,vertical_speed_m_s,horizontal_speed_m_s,roll_deg,pitch_deg,yaw_deg,hover_time_s,target_distance_m
2026-01-10T16:34:48.637922,ASCENT,9.11,-0.85,0.05,0.28,0.08,90.0,0.0,0.0
2026-01-10T16:34:48.688181,ASCENT,9.14,-0.84,0.05,0.28,0.05,90.01,0.0,0.0
2026-01-10T16:34:48.738881,ASCENT,9.2,-0.84,0.05,0.27,0.1,90.04,0.0,0.0
2026-01-10T16:34:48.789922,ASCENT,9.27,-1.73,0.04,0.05,0.59,89.44,0.0,0.0
2026-01-10T16:34:48.840784,ASCENT,9.35,-2.38,0.03,-0.42,1.62,86.6,0.0,0.0
2026-01-10T16:34:48.891855,ASCENT,9.51,-3.22,0.05,-1.01,2.03,82.11,0.0,0.0
2026-01-10T16:34:48.942778,ASCENT,9.65,-3.79,0.08,-1.11,1.78,76.12,0.0,0.0
2026-01-10T16:34:48.993622,ASCENT,9.92,-4.57,0.13,-0.7,1.37,69.63,0.0,0.0
2026-01-10T16:34:49.044767,ASCENT,10.11,-4.91,0.14,0.03,0.95,62.18,0.0,0.0
2026-01-10T16:34:49.095346,ASCENT,10.4,-5.38,0.14,1.06,0.44,52.76,0.0,0.0
2026-01-10T16:34:49.145499,ASCENT,10.61,-5.62,0.12,2.19,-0.75,44.27,0.0,0.0
2026-01-10T16:34:49.196226,ASCENT,10.95,-5.8,0.06,2.98,-1.92,36.9,0.0,0.0
2026-01-10T16:34:49.246469,ASCENT,11.18,-5.86,0.04,3.06,-2.49,32.2,0.0,0.0
2026-01-10T16:34:49.297442,ASCENT,11.49,-5.89,0.05,2.24,-2.62,28.63,0.0,0.0
2026-01-10T16:34:49.348507,ASCENT,11.72,-5.91,0.08,1.13,-2.33,26.73,0.0,0.0
2026-01-10T16:34:49.399099,ASCENT,12.07,-5.93,0.1,-0.4,-1.67,24.69,0.0,0.0
2026-01-10T16:34:49.449927,ASCENT,12.39,-5.96,0.09,-1.57,-0.82,22.59,0.0,0.0
2026-01-10T16:34:49.500799,ASCENT,12.67,-5.97,0.07,-2.37,0.12,19.94,0.0,0.0
2026-01-10T16:34:49.551849,ASCENT,12.99,-5.99,0.05,-2.46,0.86,17.31,0.0,0.0
2026-01-10T16:34:49.602957,ASCENT,13.23,-5.99,0.04,-1.8,1.37,14.17,0.0,0.0
2026-01-10T16:34:49.653481,ASCENT,13.56,-5.99,0.03,-1.01,1.42,12.39,0.0,0.0
2026-01-10T16:34:49.704346,ASCENT,13.79,-5.99,0.03,0.32,1.19,10.28,0.0,0.0
2026-01-10T16:34:49.755432,ASCENT,14.16,-5.99,0.02,1.33,0.72,8.98,0.0,0.0
2026-01-10T16:34:49.806409,ASCENT,14.4,-5.99,0.01,1.84,0.19,8.12,0.0,0.0
2026-01-10T16:34:49.857300,ASCENT,14.73,-6.0,0.03,1.87,-0.32,7.36,0.0,0.0
2026-01-10T16:34:49.908212,ASCENT,15.01,-6.0,0.04,1.45,-0.64,6.71,0.0,0.0
2026-01-10T16:34:49.959301,ASCENT,15.34,-6.0,0.06,0.64,-0.82,5.98,0.0,0.0
2026-01-10T16:34:50.010057,ASCENT,15.67,-6.01,0.06,-0.28,-0.71,5.2,0.0,0.0
2026-01-10T16:34:50.061215,ASCENT,15.91,-6.01,0.05,-1.06,-0.43,4.34,0.0,0.0
2026-01-10T16:34:50.111906,ASCENT,16.29,-6.01,0.04,-1.47,-0.11,3.65,0.0,0.0
2026-01-10T16:34:50.162052,ASCENT,16.53,-6.01,0.02,-1.6,0.39,2.81,0.0,0.0
2026-01-10T16:34:50.213099,ASCENT,16.86,-6.01,0.02,-1.28,0.63,2.28,0.0,0.0
2026-01-10T16:34:50.263951,ASCENT,17.15,-6.01,0.02,-0.57,0.74,1.79,0.0,0.0
