timestamp,phase,altitude_m,vertical_speed_m_s,horizontal_speed_m_s,roll_deg,pitch_deg,yaw_deg,hover_time_s,target_distance_m
2026-01-09T18:46:29.228655,ASCENT,9.1,-0.87,0.05,-0.03,-0.09,91.13,0.0,0.0
2026-01-09T18:46:29.279482,ASCENT,9.16,-0.84,0.05,-0.05,-0.1,91.11,0.0,0.0
2026-01-09T18:46:29.330698,ASCENT,9.19,-0.85,0.04,-0.06,-0.08,91.11,0.0,0.0
2026-01-09T18:46:29.381516,ASCENT,9.27,-1.75,0.02,-0.27,0.53,90.36,0.0,0.0
2026-01-09T18:46:29.431871,ASCENT,9.35,-2.4,0.01,-0.71,1.92,86.82,0.0,0.0
2026-01-09T18:46:29.482391,ASCENT,9.54,-3.35,0.05,-1.07,2.31,83.27,0.0,0.0
2026-01-09T18:46:29.532830,ASCENT,9.68,-3.91,0.09,-0.95,2.11,76.37,0.0,0.0
2026-01-09T18:46:29.583288,ASCENT,9.92,-4.58,0.13,-0.48,1.6,70.27,0.0,0.0
2026-01-09T18:46:29.633654,ASCENT,10.11,-4.92,0.15,0.32,0.98,62.75,0.0,0.0
2026-01-09T18:46:29.684817,ASCENT,10.44,-5.44,0.14,1.44,0.31,53.3,0.0,0.0
2026-01-09T18:46:29.735981,ASCENT,10.65,-5.66,0.11,2.53,-1.16,44.15,0.0,0.0
2026-01-09T18:46:29.786881,ASCENT,10.96,-5.82,0.07,3.04,-2.35,37.36,0.0,0.0
2026-01-09T18:46:29.838052,ASCENT,11.18,-5.86,0.05,2.81,-2.99,32.25,0.0,0.0
2026-01-09T18:46:29.888863,ASCENT,11.55,-5.9,0.07,1.89,-3.07,29.19,0.0,0.0
2026-01-09T18:46:29.939798,ASCENT,11.86,-5.91,0.1,0.53,-2.69,27.06,0.0,0.0
2026-01-09T18:46:29.990625,ASCENT,12.08,-5.93,0.11,-1.01,-1.87,25.04,0.0,0.0
2026-01-09T18:46:30.040907,ASCENT,12.45,-5.95,0.11,-2.19,-0.78,22.75,0.0,0.0
2026-01-09T18:46:30.091988,ASCENT,12.68,-5.97,0.09,-2.77,0.42,19.85,0.0,0.0
2026-01-09T18:46:30.142702,ASCENT,13.0,-5.98,0.06,-2.71,1.07,17.62,0.0,0.0
2026-01-09T18:46:30.193891,ASCENT,13.23,-5.99,0.04,-1.89,1.56,14.45,0.0,0.0
2026-01-09T18:46:30.244790,ASCENT,13.6,-5.99,0.03,-0.7,1.54,12.12,0.0,0.0
2026-01-09T18:46:30.295864,ASCENT,13.83,-5.99,0.03,0.48,1.21,10.42,0.0,0.0
2026-01-09T18:46:30.346668,ASCENT,14.16,-6.0,0.02,1.52,0.59,9.03,0.0,0.0
2026-01-09T18:46:30.397787,ASCENT,14.4,-6.0,0.02,2.04,-0.08,8.09,0.0,0.0
2026-01-09T18:46:30.448941,ASCENT,14.78,-6.0,0.04,2.0,-0.72,7.28,0.0,0.0
2026-01-09T18:46:30.499737,ASCENT,15.11,-6.0,0.05,1.45,-1.13,6.61,0.0,0.0
2026-01-09T18:46:30.550925,ASCENT,15.34,-6.01,0.07,0.51,-1.25,5.91,0.0,0.0
2026-01-09T18:46:30.601437,ASCENT,15.72,-6.01,0.07,-0.52,-1.09,5.17,0.0,0.0
2026-01-09T18:46:30.651620,ASCENT,15.96,-6.01,0.06,-1.46,-0.64,4.34,0.0,0.0
2026-01-09T18:46:30.702784,ASCENT,16.29,-6.01,0.04,-1.84,-0.23,3.76,0.0,0.0
2026-01-09T18:46:30.753713,ASCENT,16.53,-6.01,0.02,-1.9,0.36,2.91,0.0,0.0
2026-01-09T18:46:30.804588,ASCENT,16.91,-6.01,0.01,-1.41,0.62,2.37,0.0,0.0
2026-01-09T18:46:30.855716,ASCENT,17.15,-6.01,0.02,-0.65,0.69,1.94,0.0,0.0
2026-01-09T18:46:30.906643,ASCENT,17.48,-6.01,0.02,0.14,0.55,1.63,0.0,0.0
2026-01-09T18:46:30.957822,ASCENT,17.72,-6.01,0.02,0.81,0.28,1.42,0.0,0.0
2026-01-09T18:46:31.008762,ASCENT,18.1,-6.01,0.01,1.21,-0.05,1.22,0.0,0.0
2026-01-09T18:46:31.060010,ASCENT,18.43,-6.01,0.01,1.25,-0.32,1.04,0.0,0.0
2026-01-09T18:46:31.110871,ASCENT,18.67,-6.01,0.02,0.91,-0.54,0.82,0.0,0.0
2026-01-09T18:46:31.161780,ASCENT,19.05,-6.01,0.03,0.33,-0.54,0.62,0.0,0.0
2026-01-09T18:46:31.212978,ASCENT,19.29,-6.01,0.03,-0.45,-0.41,0.36,0.0,0.0
2026-01-09T18:46:31.263743,ASCENT,19.63,-6.01,0.03,-0.93,-0.25,0.16,0.0,0.0
