timestamp,phase,altitude_m,vertical_speed_m_s,horizontal_speed_m_s,roll_deg,pitch_deg,yaw_deg,hover_time_s,target_distance_m
2026-01-10T17:00:35.335392,ASCENT,9.31,-2.74,0.0,0.02,0.04,5.5,0.0,0.0
2026-01-10T17:00:35.386159,ASCENT,9.48,-2.78,0.01,0.05,-0.0,5.53,0.0,0.0
2026-01-10T17:00:35.436459,ASCENT,9.59,-2.79,0.01,-0.0,-0.0,5.54,0.0,0.0
2026-01-10T17:00:35.487166,ASCENT,9.75,-3.54,0.0,-0.01,0.71,5.54,0.0,0.0
2026-01-10T17:00:35.538172,ASCENT,9.91,-4.36,0.02,-0.11,2.03,5.42,0.0,0.0
2026-01-10T17:00:35.589186,ASCENT,10.21,-5.38,0.07,-0.46,1.67,4.76,0.0,0.0
2026-01-10T17:00:35.639380,ASCENT,10.57,-5.9,0.09,-0.35,0.14,3.93,0.0,0.0
2026-01-10T17:00:35.690327,ASCENT,10.76,-6.03,0.08,-0.17,-1.72,2.84,0.0,0.0
2026-01-10T17:00:35.741497,ASCENT,11.14,-6.15,0.03,0.06,-2.65,2.19,0.0,0.0
2026-01-10T17:00:35.792352,ASCENT,11.37,-6.17,0.0,0.31,-2.84,1.69,0.0,0.0
2026-01-10T17:00:35.843131,ASCENT,11.69,-6.19,0.04,0.41,-2.1,1.56,0.0,0.0
2026-01-10T17:00:35.893509,ASCENT,11.93,-6.21,0.06,0.27,-0.87,1.59,0.0,0.0
2026-01-10T17:00:35.944044,ASCENT,12.31,-6.23,0.07,0.02,0.48,1.62,0.0,0.0
2026-01-10T17:00:35.995119,ASCENT,12.55,-6.24,0.06,-0.22,1.37,1.57,0.0,0.0
2026-01-10T17:00:36.046039,ASCENT,12.89,-6.26,0.04,-0.43,1.96,1.4,0.0,0.0
2026-01-10T17:00:36.096351,ASCENT,13.14,-6.27,0.01,-0.52,1.94,1.17,0.0,0.0
2026-01-10T17:00:36.147277,ASCENT,13.53,-6.29,0.01,-0.52,1.37,0.9,0.0,0.0
2026-01-10T17:00:36.198249,ASCENT,13.77,-6.3,0.02,-0.4,0.61,0.68,0.0,0.0
2026-01-10T17:00:36.249228,ASCENT,14.12,-6.31,0.03,-0.2,-0.34,0.51,0.0,0.0
2026-01-10T17:00:36.300298,ASCENT,14.51,-6.33,0.02,0.02,-0.94,0.42,0.0,0.0
2026-01-10T17:00:36.351099,ASCENT,14.76,-6.33,0.01,0.2,-1.32,0.37,0.0,0.0
2026-01-10T17:00:36.402232,ASCENT,15.16,-6.34,0.01,0.23,-1.29,0.37,0.0,0.0
2026-01-10T17:00:36.453101,ASCENT,15.36,-6.34,0.02,0.17,-0.82,0.36,0.0,0.0
2026-01-10T17:00:36.503265,ASCENT,15.76,-6.35,0.03,-0.0,-0.15,0.33,0.0,0.0
2026-01-10T17:00:36.554248,ASCENT,16.01,-6.36,0.03,-0.19,0.51,0.29,0.0,0.0
2026-01-10T17:00:36.605130,ASCENT,16.37,-6.37,0.02,-0.37,0.92,0.23,0.0,0.0
2026-01-10T17:00:36.656262,ASCENT,16.62,-6.37,0.01,-0.49,1.12,0.14,0.0,0.0
2026-01-10T17:00:36.707376,ASCENT,17.02,-6.37,0.0,-0.57,0.95,0.08,0.0,0.0
2026-01-10T17:00:36.758358,ASCENT,17.28,-6.37,0.01,-0.54,0.57,0.02,0.0,0.0
2026-01-10T17:00:36.809201,ASCENT,17.68,-6.38,0.02,-0.38,0.08,-0.02,0.0,0.0
2026-01-10T17:00:36.860334,ASCENT,18.04,-6.38,0.01,-0.17,-0.32,-0.04,0.0,0.0
2026-01-10T17:00:36.911396,ASCENT,18.29,-6.38,0.01,0.08,-0.69,-0.06,0.0,0.0
2026-01-10T17:00:36.961822,ASCENT,18.64,-6.39,0.0,0.22,-0.77,-0.05,0.0,0.0
2026-01-10T17:00:37.012518,ASCENT,18.9,-6.39,0.01,0.29,-0.61,-0.04,0.0,0.0
2026-01-10T17:00:37.063268,ASCENT,19.31,-6.39,0.02,0.24,-0.28,-0.03,0.0,0.0
2026-01-10T17:00:37.114267,ASCENT,19.56,-6.39,0.02,0.09,0.05,-0.03,0.0,0.0
2026-01-10T17:00:37.165365,ASCENT,19.92,-6.39,0.02,-0.13,0.39,-0.05,0.0,0.0
2026-01-10T17:00:37.216262,ASCENT,20.18,-6.39,0.01,-0.34,0.58,-0.07,0.0,0.0
2026-01-10T17:00:37.267206,ASCENT,20.59,-6.4,0.0,-0.49,0.57,-0.08,0.0,0.0
2026-01-10T17:00:37.318402,ASCENT,20.84,-6.4,0.0,-0.56,0.48,-0.1,0.0,0.0
2026-01-10T17:00:37.369256,ASCENT,21.2,-6.4,0.01,-0.51,0.22,-0.11,0.0,0.0
2026-01-10T17:00:37.420236,ASCENT,21.61,-6.4,0.01,-0.33,-0.03,-0.14,0.0,0.0
2026-01-10T17:00:37.471195,ASCENT,21.87,-6.4,0.01,-0.05,-0.29,-0.15,0.0,0.0
2026-01-10T17:00:37.522152,ASCENT,22.23,-6.4,0.01,0.1,-0.34,-0.13,0.0,0.0
2026-01-10T17:00:37.573218,ASCENT,22.48,-6.4,0.0,0.29,-0.29,-0.12,0.0,0.0
2026-01-10T17:00:37.624156,ASCENT,22.89,-6.41,0.0,0.34,-0.2,-0.1,0.0,0.0
2026-01-10T17:00:37.675266,ASCENT,23.15,-6.41,0.01,0.26,-0.06,-0.09,0.0,0.0
2026-01-10T17:00:37.726121,ASCENT,23.51,-6.41,0.01,0.07,0.11,-0.08,0.0,0.0
2026-01-10T17:00:37.776383,ASCENT,23.76,-6.41,0.01,-0.21,0.29,-0.09,0.0,0.0
2026-01-10T17:00:37.827329,ASCENT,24.17,-6.41,0.0,-0.48,0.37,-0.08,0.0,0.0
2026-01-10T17:00:37.878399,ASCENT,24.43,-6.41,0.0,-0.56,0.33,-0.09,0.0,0.0
2026-01-10T17:00:37.929363,ASCENT,24.79,-6.41,0.0,-0.54,0.22,-0.1,0.0,0.0
2026-01-10T17:00:37.980328,ASCENT,25.2,-6.41,0.0,-0.44,0.07,-0.11,0.0,0.0
2026-01-10T17:00:38.030519,ASCENT,25.46,-6.41,0.0,-0.23,-0.12,-0.12,0.0,0.0
2026-01-10T17:00:38.080928,ASCENT,25.87,-6.42,0.0,-0.02,-0.24,-0.14,0.0,0.0
2026-01-10T17:00:38.131680,ASCENT,26.08,-6.41,0.0,0.18,-0.25,-0.14,0.0,0.0
2026-01-10T17:00:38.182714,ASCENT,26.49,-6.41,0.0,0.22,-0.2,-0.12,0.0,0.0
2026-01-10T17:00:38.232915,ASCENT,26.75,-6.42,0.0,0.17,0.01,-0.11,0.0,0.0
2026-01-10T17:00:38.283836,ASCENT,27.11,-6.41,0.0,0.04,0.11,-0.08,0.0,0.0
2026-01-10T17:00:38.334317,ASCENT,27.36,-6.42,0.0,-0.11,0.16,-0.05,0.0,0.0
2026-01-10T17:00:38.385307,ASCENT,27.78,-6.42,0.0,-0.27,0.2,-0.04,0.0,0.0
2026-01-10T17:00:38.435562,ASCENT,28.03,-6.42,0.0,-0.38,0.21,-0.05,0.0,0.0
2026-01-10T17:00:38.486471,ASCENT,28.39,-6.42,0.0,-0.45,0.2,-0.08,0.0,0.0
