timestamp,phase,altitude_m,vn_m_s,ve_m_s,vd_m_s,climb_rate_m_s,climb_rate_avg_m_s,dist_to_target_m,hit_flag,abort_reason
2026-02-11T17:28:09.773979,TAKEOFF,7.678,0.0,0.0,-1.17,0.0,0.0,0.0,0,
2026-02-11T17:28:09.875166,TAKEOFF,7.802,0.0,0.0,-1.12,0.0,0.0,0.0,0,
2026-02-11T17:28:09.975923,TAKEOFF,7.914,0.0,0.0,-1.07,0.0,0.0,0.0,0,
2026-02-11T17:28:10.076875,TAKEOFF,8.029,0.0,-0.01,-1.02,0.0,0.0,0.0,0,
2026-02-11T17:28:10.177662,TAKEOFF,8.13,0.0,-0.01,-0.98,0.0,0.0,0.0,0,
2026-02-11T17:28:10.278772,TAKEOFF,8.234,0.0,-0.02,-0.93,0.0,0.0,0.0,0,
2026-02-11T17:28:10.379506,TAKEOFF,8.327,0.0,-0.02,-0.9,0.0,0.0,0.0,0,
2026-02-11T17:28:10.480369,TAKEOFF,8.423,0.0,-0.01,-0.85,0.0,0.0,0.0,0,
2026-02-11T17:28:10.580761,TAKEOFF,8.506,0.0,-0.01,-0.81,0.0,0.0,0.0,0,
2026-02-11T17:28:10.681780,TAKEOFF,8.591,0.0,-0.02,-0.77,0.0,0.0,0.0,0,
2026-02-11T17:28:10.782672,TAKEOFF,8.689,0.0,-0.02,-0.73,0.0,0.0,0.0,0,
2026-02-11T17:28:10.883821,TAKEOFF,8.761,0.0,-0.03,-0.7,0.0,0.0,0.0,0,
2026-02-11T17:28:10.984906,TAKEOFF,8.835,0.0,-0.03,-0.65,0.0,0.0,0.0,0,
2026-02-11T17:28:11.086105,TAKEOFF,8.9,0.0,-0.03,-0.62,0.0,0.0,0.0,0,
2026-02-11T17:28:11.187053,TAKEOFF,8.968,0.0,-0.03,-0.59,0.0,0.0,0.0,0,
2026-02-11T17:28:11.927637,ASCENT,9.346,-0.01,-0.01,-0.25,0.25,0.25,0.0,0,
2026-02-11T17:28:11.979716,ASCENT,9.357,-0.01,-0.01,-0.18,0.18,0.215,0.0,0,
2026-02-11T17:28:12.031511,ASCENT,9.369,-0.02,-0.01,-0.14,0.14,0.19,0.0,0,
2026-02-11T17:28:12.083201,ASCENT,9.407,-0.03,-0.01,-1.26,1.26,0.457,0.0,0,
2026-02-11T17:28:12.135182,ASCENT,9.477,-0.03,-0.02,-2.16,2.16,0.798,0.0,0,
2026-02-11T17:28:12.186519,ASCENT,9.661,-0.04,-0.03,-3.48,3.48,1.245,0.0,0,
2026-02-11T17:28:12.238501,ASCENT,9.816,-0.03,-0.03,-4.22,4.22,1.67,0.0,0,
2026-02-11T17:28:12.290480,ASCENT,10.067,-0.03,-0.04,-5.12,5.12,2.101,0.0,0,
2026-02-11T17:28:12.342871,ASCENT,10.27,-0.02,-0.05,-5.69,5.69,2.5,0.0,0,
2026-02-11T17:28:12.394731,ASCENT,10.643,-0.02,-0.07,-6.49,6.49,2.899,0.0,0,
2026-02-11T17:28:12.447021,ASCENT,11.011,-0.02,-0.08,-7.07,7.07,3.278,0.0,0,
2026-02-11T17:28:12.498974,ASCENT,11.293,-0.03,-0.08,-7.42,7.42,3.623,0.0,0,
2026-02-11T17:28:12.550659,ASCENT,11.774,-0.04,-0.1,-7.9,7.9,3.952,0.0,0,
2026-02-11T17:28:12.602721,ASCENT,12.09,-0.04,-0.12,-8.15,8.15,4.252,0.0,0,
2026-02-11T17:28:12.654365,ASCENT,12.549,-0.05,-0.14,-8.46,8.46,4.533,0.0,0,
2026-02-11T17:28:12.705851,ASCENT,13.075,-0.06,-0.16,-8.74,8.74,4.796,0.0,0,
2026-02-11T17:28:12.757447,ASCENT,13.413,-0.06,-0.17,-8.88,8.88,5.036,0.0,0,
2026-02-11T17:28:12.809807,ASCENT,13.898,-0.07,-0.2,-9.05,9.05,5.259,0.0,0,
2026-02-11T17:28:12.861939,ASCENT,14.252,-0.07,-0.21,-9.15,9.15,5.464,0.0,0,
2026-02-11T17:28:12.914034,ASCENT,14.828,-0.08,-0.23,-9.28,9.28,5.654,0.0,0,
2026-02-11T17:28:12.966514,ASCENT,15.342,-0.09,-0.25,-9.37,9.37,5.831,0.0,0,
2026-02-11T17:28:13.019072,ASCENT,15.712,-0.09,-0.26,-9.43,9.43,5.995,0.0,0,
2026-02-11T17:28:13.071346,ASCENT,16.308,-0.09,-0.27,-9.49,9.49,6.147,0.0,0,
2026-02-11T17:28:13.123389,ASCENT,16.678,-0.09,-0.28,-9.53,9.53,6.288,0.0,0,
2026-02-11T17:28:13.176041,ASCENT,17.201,-0.1,-0.29,-9.57,9.57,6.419,0.0,0,
2026-02-11T17:28:13.228354,ASCENT,17.804,-0.1,-0.29,-9.6,9.6,6.542,0.0,0,
2026-02-11T17:28:13.280536,ASCENT,18.183,-0.1,-0.3,-9.62,9.62,6.656,0.0,0,
2026-02-11T17:28:13.332536,ASCENT,18.716,-0.1,-0.3,-9.64,9.64,6.762,0.0,0,
2026-02-11T17:28:13.384806,ASCENT,19.329,-0.1,-0.3,-9.65,9.65,6.862,0.0,0,
2026-02-11T17:28:13.437624,ASCENT,19.713,-0.1,-0.3,-9.66,9.66,6.955,0.0,0,
2026-02-11T17:28:13.490073,ASCENT,20.248,-0.1,-0.3,-9.67,9.67,7.269,0.0,0,
2026-02-11T17:28:13.542067,ASCENT,20.629,-0.1,-0.29,-9.67,9.67,7.585,0.0,0,
2026-02-11T17:28:13.595385,ASCENT,21.241,-0.09,-0.29,-9.68,9.68,7.903,0.0,0,
2026-02-11T17:28:13.647807,ASCENT,21.779,-0.09,-0.28,-9.68,9.68,8.184,0.0,0,
2026-02-11T17:28:13.700121,ASCENT,22.164,-0.09,-0.28,-9.68,9.68,8.435,0.0,0,
2026-02-11T17:28:13.752649,ASCENT,22.781,-0.09,-0.26,-9.68,9.68,8.641,0.0,0,
2026-02-11T17:28:13.804614,ASCENT,23.323,-0.08,-0.26,-9.69,9.69,8.824,0.0,0,
2026-02-11T17:28:13.856763,ASCENT,23.71,-0.08,-0.25,-9.69,9.69,8.976,0.0,0,
2026-02-11T17:28:13.908989,ASCENT,24.325,-0.08,-0.24,-9.68,9.68,9.109,0.0,0,
2026-02-11T17:28:13.960681,ASCENT,24.709,-0.07,-0.23,-9.68,9.68,9.215,0.0,0,
2026-02-11T17:28:14.012847,ASCENT,25.249,-0.07,-0.22,-9.68,9.68,9.302,0.0,0,
2026-02-11T17:28:14.064641,ASCENT,25.634,-0.07,-0.21,-9.67,9.67,9.377,0.0,0,
2026-02-11T17:28:14.116223,ASCENT,26.252,-0.06,-0.2,-9.68,9.68,9.437,0.0,0,
2026-02-11T17:28:14.168032,ASCENT,26.795,-0.06,-0.19,-9.68,9.68,9.488,0.0,0,
2026-02-11T17:28:14.219952,ASCENT,27.26,-0.05,-0.18,-9.68,9.68,9.528,0.0,0,
2026-02-11T17:28:14.272204,ASCENT,27.802,-0.05,-0.17,-9.68,9.68,9.56,0.0,0,
2026-02-11T17:28:14.324076,ASCENT,28.187,-0.05,-0.16,-9.69,9.69,9.587,0.0,0,
2026-02-11T17:28:14.376526,ASCENT,28.727,-0.04,-0.15,-9.69,9.69,9.608,0.0,0,
2026-02-11T17:28:14.428282,ASCENT,29.346,-0.04,-0.14,-9.69,9.69,9.626,0.0,0,
2026-02-11T17:28:14.480228,ASCENT,29.733,-0.04,-0.13,-9.69,9.69,9.64,0.0,0,
2026-02-11T17:28:14.532315,ASCENT,30.276,-0.04,-0.12,-9.69,9.69,9.65,0.0,0,
2026-02-11T17:28:14.536195,LOCK,30.276,-0.04,-0.12,-9.69,0.0,0.0,0.0,0,
2026-02-11T17:28:14.588184,LOCK,30.898,-0.04,-0.11,-9.6,0.0,0.0,0.0,0,
2026-02-11T17:28:14.640462,LOCK,31.271,-0.03,-0.09,-8.96,0.0,0.0,0.0,0,
2026-02-11T17:28:14.693351,LOCK,31.745,-0.02,-0.08,-8.02,0.0,0.0,0.0,0,
2026-02-11T17:28:14.746483,LOCK,32.225,-0.02,-0.07,-7.05,0.0,0.0,0.0,0,
2026-02-11T17:28:14.798751,LOCK,32.495,-0.02,-0.07,-6.5,0.0,0.0,0.0,0,
2026-02-11T17:28:14.851219,LOCK,32.839,-0.01,-0.06,-5.8,0.0,0.0,0.0,0,
2026-02-11T17:28:14.903546,LOCK,33.062,-0.01,-0.06,-5.33,0.0,0.0,0.0,0,
2026-02-11T17:28:14.955371,LOCK,33.382,-0.01,-0.06,-4.62,0.0,0.0,0.0,0,
2026-02-11T17:28:15.007336,LOCK,33.625,0.0,-0.06,-4.02,0.0,0.0,0.0,0,
2026-02-11T17:28:15.059352,LOCK,33.779,0.0,-0.06,-3.61,0.0,0.0,0.0,0,
2026-02-11T17:28:15.111675,LOCK,34.01,0.0,-0.06,-2.96,0.0,0.0,0.0,0,
2026-02-11T17:28:15.164172,LOCK,34.134,0.0,-0.06,-2.57,0.0,0.0,0.0,0,
2026-02-11T17:28:15.217356,LOCK,34.278,0.0,-0.05,-2.02,0.0,0.0,0.0,0,
2026-02-11T17:28:15.269575,LOCK,34.403,0.01,-0.05,-1.41,0.0,0.0,0.0,0,
2026-02-11T17:28:15.321399,LOCK,34.461,0.01,-0.05,-1.07,0.0,0.0,0.0,0,
2026-02-11T17:28:15.373595,LOCK,34.52,0.01,-0.04,-0.67,0.0,0.0,0.0,0,
2026-02-11T17:28:15.425802,LOCK,34.549,0.02,-0.03,-0.46,0.0,0.0,0.0,0,
2026-02-11T17:28:15.478084,LOCK,34.587,0.03,0.0,-0.24,0.0,0.0,0.0,0,
2026-02-11T17:28:15.530316,LOCK,34.623,0.04,0.05,-0.14,0.0,0.0,0.0,0,
2026-02-11T17:28:15.582836,LOCK,34.644,0.06,0.1,-0.09,0.0,0.0,0.0,0,
2026-02-11T17:28:15.634631,LOCK,34.671,0.07,0.15,-0.07,0.0,0.0,0.0,0,
2026-02-11T17:28:15.687047,LOCK,34.691,0.09,0.2,-0.06,0.0,0.0,0.0,0,
2026-02-11T17:28:15.739250,LOCK,34.704,0.1,0.24,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:15.791638,LOCK,34.721,0.11,0.28,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:15.843965,LOCK,34.731,0.12,0.31,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:15.895917,LOCK,34.748,0.12,0.33,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:15.947579,LOCK,34.768,0.13,0.35,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:16.000249,LOCK,34.779,0.13,0.36,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:16.052863,LOCK,34.793,0.13,0.37,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:16.105396,LOCK,34.802,0.13,0.38,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:16.158183,LOCK,34.814,0.13,0.38,-0.05,0.0,0.0,0.0,0,
2026-02-11T17:28:16.209944,LOCK,34.823,0.13,0.38,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.262220,LOCK,34.829,0.13,0.37,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.314278,LOCK,34.844,0.12,0.36,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.366257,LOCK,34.853,0.12,0.36,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.418268,LOCK,34.864,0.12,0.35,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.469741,LOCK,34.874,0.11,0.33,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.522132,LOCK,34.88,0.11,0.32,-0.04,0.0,0.0,0.0,0,
2026-02-11T17:28:16.574054,LOCK,34.887,0.1,0.31,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.626498,LOCK,34.892,0.1,0.3,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.678477,LOCK,34.9,0.1,0.29,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.731189,LOCK,34.91,0.09,0.28,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.782836,LOCK,34.917,0.09,0.26,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.835068,LOCK,34.926,0.09,0.25,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.886941,LOCK,34.933,0.08,0.24,-0.03,0.0,0.0,0.0,0,
2026-02-11T17:28:16.938891,LOCK,34.937,0.08,0.23,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:16.991262,LOCK,34.942,0.07,0.21,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.042745,LOCK,34.946,0.07,0.2,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.095314,LOCK,34.953,0.06,0.19,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.147706,LOCK,34.962,0.06,0.17,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.200288,LOCK,34.967,0.06,0.16,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.252533,LOCK,34.972,0.05,0.15,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.304935,LOCK,34.976,0.05,0.14,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.356990,LOCK,34.981,0.05,0.13,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.408520,LOCK,34.985,0.04,0.11,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.461043,LOCK,34.987,0.04,0.11,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.513411,LOCK,34.996,0.03,0.1,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.566005,LOCK,35.0,0.03,0.1,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.619112,LOCK,35.006,0.02,0.09,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.671290,LOCK,35.012,0.02,0.08,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.723853,LOCK,35.015,0.02,0.07,-0.02,0.0,0.0,0.0,0,
2026-02-11T17:28:17.776519,LOCK,35.019,0.02,0.06,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:17.828953,LOCK,35.022,0.02,0.06,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:17.880646,LOCK,35.026,0.02,0.06,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:17.932326,LOCK,35.032,0.02,0.05,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:17.984768,LOCK,35.036,0.02,0.05,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.037003,LOCK,35.042,0.02,0.04,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.088766,LOCK,35.046,0.01,0.03,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.140401,LOCK,35.049,0.01,0.03,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.191726,LOCK,35.052,0.01,0.02,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.244291,LOCK,35.054,0.01,0.02,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.296572,LOCK,35.059,0.01,0.02,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.349014,LOCK,35.065,0.0,0.02,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.401151,LOCK,35.068,0.0,0.01,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.453060,LOCK,35.072,0.0,0.01,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.504902,LOCK,35.074,0.0,0.01,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.557202,LOCK,35.077,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.608760,LOCK,35.079,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.660672,LOCK,35.08,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.713555,LOCK,35.086,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:18.766548,LOCK,35.089,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.819392,LOCK,35.093,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:18.871260,LOCK,35.096,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:18.923186,LOCK,35.098,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:18.974874,LOCK,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.027492,LOCK,35.101,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.081191,LOCK,35.103,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.133552,LOCK,35.107,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.186263,LOCK,35.11,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.238230,LOCK,35.113,0.0,0.0,-0.01,0.0,0.0,0.0,0,
2026-02-11T17:28:19.290079,LOCK,35.116,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.342154,LOCK,35.117,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.394286,LOCK,35.119,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.446570,LOCK,35.119,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.498205,LOCK,35.122,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.549717,LOCK,35.126,0.0,0.0,0.0,0.0,0.0,0.0,0,
2026-02-11T17:28:19.550825,ATTACK,35.126,0.0,0.0,0.0,0.0,0.0,150.333,0,
2026-02-11T17:28:19.602348,ATTACK,35.128,0.0,0.0,0.0,0.0,0.0,150.336,0,
2026-02-11T17:28:19.654944,ATTACK,35.14,0.06,0.15,-0.45,0.0,0.0,150.337,0,
2026-02-11T17:28:19.707362,ATTACK,35.173,0.22,0.3,-1.19,0.0,0.0,150.325,0,
2026-02-11T17:28:19.759489,ATTACK,35.28,0.56,0.47,-1.93,0.0,0.0,150.31,0,
2026-02-11T17:28:19.811661,ATTACK,35.389,0.78,0.62,-1.85,0.0,0.0,150.263,0,
2026-02-11T17:28:19.863275,ATTACK,35.46,0.92,0.73,-1.69,0.0,0.0,150.234,0,
2026-02-11T17:28:19.915517,ATTACK,35.541,1.19,0.83,-1.47,0.0,0.0,150.176,0,
2026-02-11T17:28:19.968065,ATTACK,35.587,1.42,0.87,-1.38,0.0,0.0,150.146,0,
2026-02-11T17:28:20.021801,ATTACK,35.647,1.8,0.9,-1.3,0.0,0.0,150.053,0,
2026-02-11T17:28:20.074365,ATTACK,35.714,2.29,0.91,-1.22,0.0,0.0,149.935,0,
2026-02-11T17:28:20.127132,ATTACK,35.755,2.61,0.9,-1.18,0.0,0.0,149.864,0,
2026-02-11T17:28:20.179737,ATTACK,35.811,3.07,0.88,-1.12,0.0,0.0,149.694,0,
2026-02-11T17:28:20.231453,ATTACK,35.873,3.61,0.84,-1.07,0.0,0.0,149.595,0,
2026-02-11T17:28:20.282991,ATTACK,35.912,3.94,0.83,-1.04,0.0,0.0,149.356,0,
2026-02-11T17:28:20.334897,ATTACK,35.968,4.38,0.84,-1.0,0.0,0.0,149.257,0,
2026-02-11T17:28:20.386711,ATTACK,36.007,4.68,0.84,-0.97,0.0,0.0,149.029,0,
2026-02-11T17:28:20.438533,ATTACK,36.067,5.15,0.8,-0.93,0.0,0.0,148.761,0,
2026-02-11T17:28:20.490741,ATTACK,36.117,5.53,0.75,-0.88,0.0,0.0,148.575,0,
2026-02-11T17:28:20.542894,ATTACK,36.152,5.78,0.71,-0.84,0.0,0.0,148.251,0,
2026-02-11T17:28:20.594930,ATTACK,36.203,6.15,0.63,-0.76,0.0,0.0,148.077,0,
2026-02-11T17:28:20.646950,ATTACK,36.233,6.36,0.58,-0.72,0.0,0.0,147.709,0,
2026-02-11T17:28:20.699176,ATTACK,36.275,6.64,0.49,-0.67,0.0,0.0,147.475,0,
2026-02-11T17:28:20.751344,ATTACK,36.322,6.94,0.39,-0.63,0.0,0.0,147.1,0,
2026-02-11T17:28:20.802900,ATTACK,36.349,7.12,0.33,-0.61,0.0,0.0,146.902,0,
2026-02-11T17:28:20.855324,ATTACK,36.387,7.36,0.27,-0.59,0.0,0.0,146.485,0,
2026-02-11T17:28:20.907929,ATTACK,36.413,7.52,0.23,-0.58,0.0,0.0,145.987,0,
2026-02-11T17:28:20.959887,ATTACK,36.453,7.78,0.19,-0.58,0.0,0.0,145.756,0,
2026-02-11T17:28:21.012306,ATTACK,36.488,7.99,0.16,-0.57,0.0,0.0,145.278,0,
2026-02-11T17:28:21.064008,ATTACK,36.513,8.15,0.15,-0.57,0.0,0.0,145.032,0,
2026-02-11T17:28:21.116499,ATTACK,36.555,8.38,0.07,-0.58,0.0,0.0,144.47,0,
2026-02-11T17:28:21.168131,ATTACK,36.582,8.53,0.03,-0.59,0.0,0.0,144.214,0,
2026-02-11T17:28:21.219668,ATTACK,36.619,8.74,0.01,-0.59,0.0,0.0,143.687,0,
2026-02-11T17:28:21.271444,ATTACK,36.661,8.97,-0.01,-0.59,0.0,0.0,143.072,0,
2026-02-11T17:28:21.323179,ATTACK,36.686,9.11,-0.01,-0.59,0.0,0.0,142.791,0,
2026-02-11T17:28:21.375150,ATTACK,36.721,9.31,0.0,-0.56,0.0,0.0,142.215,0,
2026-02-11T17:28:21.427136,ATTACK,36.744,9.46,0.07,-0.49,0.0,0.0,141.921,0,
2026-02-11T17:28:21.479350,ATTACK,36.772,9.72,0.28,-0.27,0.0,0.0,141.245,0,
2026-02-11T17:28:21.531327,ATTACK,36.782,9.9,0.46,-0.06,0.0,0.0,140.941,0,
