timestamp,phase,altitude_m,vertical_speed_m_s,horizontal_speed_m_s,roll_deg,pitch_deg,yaw_deg,hover_time_s,target_distance_m
2026-01-10T17:04:09.334602,ASCENT,9.3,-2.77,0.01,-0.13,-0.05,15.02,0.0,0.0
2026-01-10T17:04:09.384788,ASCENT,9.45,-2.8,0.01,-0.15,0.02,15.01,0.0,0.0
2026-01-10T17:04:09.435745,ASCENT,9.55,-2.82,0.01,-0.15,0.04,15.0,0.0,0.0
2026-01-10T17:04:09.486648,ASCENT,9.75,-3.71,0.01,-0.2,0.76,14.94,0.0,0.0
2026-01-10T17:04:09.537695,ASCENT,9.91,-4.42,0.03,-0.45,1.84,14.14,0.0,0.0
2026-01-10T17:04:09.588609,ASCENT,10.17,-5.24,0.07,-0.84,1.93,12.1,0.0,0.0
2026-01-10T17:04:09.639441,ASCENT,10.52,-5.84,0.1,-0.59,0.59,9.6,0.0,0.0
2026-01-10T17:04:09.690249,ASCENT,10.76,-6.03,0.09,-0.07,-1.52,6.85,0.0,0.0
2026-01-10T17:04:09.740670,ASCENT,11.07,-6.15,0.04,0.54,-2.54,5.54,0.0,0.0
2026-01-10T17:04:09.791371,ASCENT,11.3,-6.19,0.01,1.01,-2.81,4.76,0.0,0.0
2026-01-10T17:04:09.842190,ASCENT,11.68,-6.23,0.03,0.96,-2.12,4.64,0.0,0.0
2026-01-10T17:04:09.892904,ASCENT,11.92,-6.25,0.06,0.57,-1.0,4.68,0.0,0.0
2026-01-10T17:04:09.943148,ASCENT,12.26,-6.27,0.08,0.0,0.3,4.59,0.0,0.0
2026-01-10T17:04:09.993339,ASCENT,12.5,-6.28,0.07,-0.53,1.29,4.24,0.0,0.0
2026-01-10T17:04:10.044309,ASCENT,12.89,-6.31,0.04,-0.99,1.88,3.61,0.0,0.0
2026-01-10T17:04:10.095250,ASCENT,13.14,-6.32,0.02,-1.19,1.93,2.94,0.0,0.0
2026-01-10T17:04:10.146284,ASCENT,13.48,-6.33,0.0,-1.09,1.51,2.22,0.0,0.0
2026-01-10T17:04:10.197275,ASCENT,13.73,-6.34,0.01,-0.74,0.76,1.73,0.0,0.0
2026-01-10T17:04:10.248460,ASCENT,14.12,-6.35,0.03,-0.21,-0.13,1.38,0.0,0.0
2026-01-10T17:04:10.299309,ASCENT,14.47,-6.36,0.01,0.24,-0.77,1.21,0.0,0.0
2026-01-10T17:04:10.350237,ASCENT,14.72,-6.36,0.01,0.61,-1.12,1.12,0.0,0.0
2026-01-10T17:04:10.401258,ASCENT,15.12,-6.37,0.01,0.72,-1.07,1.05,0.0,0.0
2026-01-10T17:04:10.452240,ASCENT,15.37,-6.38,0.02,0.56,-0.61,0.99,0.0,0.0
2026-01-10T17:04:10.503142,ASCENT,15.72,-6.38,0.04,0.12,-0.03,0.86,0.0,0.0
2026-01-10T17:04:10.553425,ASCENT,15.97,-6.38,0.04,-0.27,0.47,0.72,0.0,0.0
2026-01-10T17:04:10.603727,ASCENT,16.38,-6.39,0.04,-0.71,0.91,0.52,0.0,0.0
