timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-20T17:21:52.250789,MC_CLIMB,0.0,0.0,0.01,0.2,0.08,90.63
2026-01-20T17:21:52.351302,MC_CLIMB,0.0,0.0,0.01,0.2,0.09,90.67
2026-01-20T17:21:52.452008,MC_CLIMB,0.0,0.0,0.01,0.22,0.09,90.66
2026-01-20T17:21:52.552549,MC_CLIMB,0.0,0.0,0.02,0.22,0.1,90.67
2026-01-20T17:21:52.653765,MC_CLIMB,0.0,0.0,0.01,0.2,0.14,90.65
2026-01-20T17:21:52.754725,MC_CLIMB,-0.0,0.0,0.01,0.2,0.13,90.64
2026-01-20T17:21:52.856490,MC_CLIMB,-0.0,0.0,0.02,0.21,0.12,90.64
2026-01-20T17:21:52.957528,MC_CLIMB,0.0,0.0,0.02,0.21,0.1,90.64
2026-01-20T17:21:53.058484,MC_CLIMB,0.0,0.0,0.02,0.19,0.07,90.62
2026-01-20T17:21:53.159219,MC_CLIMB,0.0,0.0,0.03,0.18,0.07,90.62
2026-01-20T17:21:53.259824,MC_CLIMB,0.0,0.0,0.03,0.16,0.1,90.61
2026-01-20T17:21:53.361103,MC_CLIMB,0.0,0.0,0.03,0.16,0.1,90.63
2026-01-20T17:21:53.462228,MC_CLIMB,0.0,0.0,0.03,0.14,0.09,90.63
2026-01-20T17:21:53.563426,MC_CLIMB,0.0,0.0,0.03,0.15,0.06,90.63
2026-01-20T17:21:53.663878,MC_CLIMB,0.0,0.0,0.02,0.17,0.1,90.64
2026-01-20T17:21:53.764919,MC_CLIMB,0.0,0.0,0.02,0.18,0.08,90.66
2026-01-20T17:21:53.865802,MC_CLIMB,-0.0,0.0,0.02,0.16,0.07,90.65
2026-01-20T17:21:53.966962,MC_CLIMB,-0.0,0.0,0.02,0.14,0.06,90.66
2026-01-20T17:21:54.067547,MC_CLIMB,0.0,0.0,0.02,0.12,0.06,90.66
2026-01-20T17:21:54.168691,MC_CLIMB,-0.0,0.0,0.01,0.1,0.1,90.65
2026-01-20T17:21:54.269394,MC_CLIMB,-0.0,0.0,0.01,0.1,0.12,90.66
2026-01-20T17:21:54.369926,MC_CLIMB,-0.0,0.0,0.01,0.08,0.1,90.67
