timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-22T00:12:26.836992,MC_CLIMB,0.0,0.01,0.01,-0.28,0.63,87.78
2026-01-22T00:12:26.940116,MC_CLIMB,0.0,0.01,0.01,-0.28,0.64,87.73
2026-01-22T00:12:27.041837,MC_CLIMB,0.0,0.01,0.01,-0.26,0.63,87.71
2026-01-22T00:12:27.142833,MC_CLIMB,-0.0,0.01,0.02,-0.26,0.62,87.69
2026-01-22T00:12:27.243704,MC_CLIMB,-0.0,0.01,0.02,-0.24,0.62,87.7
2026-01-22T00:12:27.345261,MC_CLIMB,-0.0,0.01,0.02,-0.25,0.63,87.69
2026-01-22T00:12:27.446263,MC_CLIMB,-0.0,0.01,0.03,-0.26,0.64,87.68
2026-01-22T00:12:27.547130,MC_CLIMB,-0.0,0.01,0.03,-0.27,0.63,87.67
2026-01-22T00:12:27.648414,MC_CLIMB,-0.0,0.01,0.03,-0.27,0.63,87.66
2026-01-22T00:12:27.749207,MC_CLIMB,-0.0,0.01,0.03,-0.25,0.63,87.68
2026-01-22T00:12:27.850733,MC_CLIMB,-0.01,0.01,0.04,-0.23,0.61,87.69
2026-01-22T00:12:27.951566,MC_CLIMB,-0.01,0.01,0.04,-0.23,0.6,87.72
2026-01-22T00:12:28.052519,MC_CLIMB,-0.01,0.01,0.04,-0.27,0.62,87.71
2026-01-22T00:12:28.153507,MC_CLIMB,0.0,0.01,0.05,-0.27,0.67,87.7
2026-01-22T00:12:28.254575,MC_CLIMB,0.0,0.01,0.05,-0.26,0.67,87.73
2026-01-22T00:12:28.356185,MC_CLIMB,0.0,0.01,0.05,-0.28,0.67,87.75
2026-01-22T00:12:28.457847,MC_CLIMB,0.0,0.0,0.05,-0.28,0.57,87.74
2026-01-22T00:12:28.558462,MC_CLIMB,0.01,-0.18,0.03,-0.54,-0.63,87.06
2026-01-22T00:12:28.660154,MC_CLIMB,0.05,-0.54,0.02,-1.15,-1.8,83.73
2026-01-22T00:12:28.761140,MC_CLIMB,0.13,-0.96,0.08,-1.48,-1.96,77.83
2026-01-22T00:12:28.862015,MC_CLIMB,0.25,-1.17,0.13,-1.56,-0.69,67.6
2026-01-22T00:12:28.963939,MC_CLIMB,0.37,-1.33,0.14,-1.37,0.64,57.55
2026-01-22T00:12:29.064958,MC_CLIMB,0.51,-1.61,0.14,-0.62,1.47,46.65
2026-01-22T00:12:29.166262,MC_CLIMB,0.68,-2.02,0.1,0.31,1.83,36.37
