time,altitude_m,v_down_m_s
2025-12-19T17:18:56.819744,9.01,0.89
2025-12-19T17:18:56.870699,8.95,0.89
2025-12-19T17:18:56.921971,8.9,0.89
2025-12-19T17:18:56.972675,8.87,0.89
2025-12-19T17:18:57.023938,8.81,0.9
2025-12-19T17:18:57.074798,8.77,0.9
2025-12-19T17:18:57.125807,8.72,0.9
2025-12-19T17:18:57.177122,8.69,0.91
2025-12-19T17:18:57.228169,8.63,0.91
2025-12-19T17:18:57.280015,8.59,0.91
2025-12-19T17:18:57.331572,8.54,0.91
2025-12-19T17:18:57.382625,8.49,0.92
2025-12-19T17:18:57.433450,8.45,0.92
2025-12-19T17:18:57.484364,8.4,0.92
2025-12-19T17:18:57.535497,8.36,0.92
2025-12-19T17:18:57.586532,8.31,0.93
2025-12-19T17:18:57.637876,8.27,0.93
2025-12-19T17:18:57.689319,8.21,0.94
2025-12-19T17:18:57.741359,8.18,0.95
2025-12-19T17:18:57.792155,8.12,0.95
2025-12-19T17:18:57.843280,8.07,0.95
2025-12-19T17:18:57.894223,8.03,0.95
2025-12-19T17:18:57.945072,7.97,0.95
