timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg,loiter_time_s,target_distance_m
2026-01-20T13:49:28.719780,CLIMB,66.1,0.0,16.49,18.72,-3.26,-49.71,0.0,0.0
2026-01-20T13:49:28.820933,CLIMB,66.1,0.0,16.49,18.95,-3.25,-48.53,0.0,0.0
2026-01-20T13:49:28.921939,CLIMB,66.1,-0.03,16.49,20.01,-3.34,-46.7,0.0,0.0
2026-01-20T13:49:29.022866,CLIMB,66.11,-0.12,16.51,20.91,-3.29,-44.46,0.0,0.0
2026-01-20T13:49:29.123789,CLIMB,66.13,-0.27,16.54,21.77,-2.89,-42.11,0.0,0.0
2026-01-20T13:49:29.224951,CLIMB,66.17,-0.46,16.56,22.45,-2.2,-40.41,0.0,0.0
2026-01-20T13:49:29.325898,CLIMB,66.22,-0.65,16.6,23.03,-1.48,-38.91,0.0,0.0
2026-01-20T13:49:29.426098,CLIMB,66.29,-0.81,16.61,23.59,-0.81,-37.51,0.0,0.0
2026-01-20T13:49:29.527147,CLIMB,66.38,-0.93,16.63,24.09,-0.29,-36.03,0.0,0.0
2026-01-20T13:49:29.627414,CLIMB,66.48,-1.01,16.66,24.64,0.07,-34.39,0.0,0.0
2026-01-20T13:49:29.728567,CLIMB,66.58,-1.11,16.67,25.18,0.34,-32.61,0.0,0.0
2026-01-20T13:49:29.828734,CLIMB,66.69,-1.18,16.69,25.74,0.57,-30.74,0.0,0.0
2026-01-20T13:49:29.929805,CLIMB,66.81,-1.26,16.7,26.28,0.78,-28.83,0.0,0.0
2026-01-20T13:49:30.030719,CLIMB,66.93,-1.33,16.7,26.8,1.0,-26.93,0.0,0.0
2026-01-20T13:49:30.131781,CLIMB,67.07,-1.41,16.69,27.33,1.23,-25.02,0.0,0.0
2026-01-20T13:49:30.232711,CLIMB,67.21,-1.47,16.69,27.87,1.49,-22.99,0.0,0.0
2026-01-20T13:49:30.333814,CLIMB,67.36,-1.54,16.69,28.35,1.7,-21.05,0.0,0.0
2026-01-20T13:49:30.434009,CLIMB,67.52,-1.59,16.69,28.87,1.89,-18.99,0.0,0.0
2026-01-20T13:49:30.534955,CLIMB,67.68,-1.64,16.67,29.33,2.06,-17.08,0.0,0.0
2026-01-20T13:49:30.635859,CLIMB,67.83,-1.68,16.66,29.8,2.21,-15.05,0.0,0.0
2026-01-20T13:49:30.736899,CLIMB,68.0,-1.73,16.65,30.3,2.37,-12.89,0.0,0.0
2026-01-20T13:49:30.837967,CLIMB,68.18,-1.78,16.64,30.75,2.51,-10.79,0.0,0.0
2026-01-20T13:49:30.938132,CLIMB,68.36,-1.82,16.63,31.22,2.65,-8.64,0.0,0.0
2026-01-20T13:49:31.039164,CLIMB,68.53,-1.85,16.62,31.67,2.79,-6.51,0.0,0.0
2026-01-20T13:49:31.140038,CLIMB,68.71,-1.89,16.61,32.1,2.9,-4.42,0.0,0.0
2026-01-20T13:49:31.240917,CLIMB,68.94,-1.92,16.6,32.57,2.99,-2.19,0.0,0.0
2026-01-20T13:49:31.341154,CLIMB,69.12,-1.95,16.58,32.99,3.1,0.08,0.0,0.0
2026-01-20T13:49:31.441988,CLIMB,69.32,-1.97,16.58,33.41,3.18,2.36,0.0,0.0
2026-01-20T13:49:31.542909,CLIMB,69.51,-2.0,16.57,33.86,3.28,4.69,0.0,0.0
2026-01-20T13:49:31.643969,CLIMB,69.71,-2.03,16.56,34.27,3.36,7.05,0.0,0.0
2026-01-20T13:49:31.744984,CLIMB,69.91,-2.05,16.55,34.71,3.45,9.72,0.0,0.0
2026-01-20T13:49:31.845947,CLIMB,70.11,-2.08,16.54,35.07,3.53,12.13,0.0,0.0
2026-01-20T13:49:31.946921,CLIMB,70.31,-2.1,16.53,35.42,3.61,14.56,0.0,0.0
2026-01-20T13:49:32.048049,CLIMB,70.53,-2.12,16.52,35.77,3.68,17.03,0.0,0.0
2026-01-20T13:49:32.148979,CLIMB,70.73,-2.14,16.53,36.09,3.77,19.49,0.0,0.0
2026-01-20T13:49:32.250047,CLIMB,70.94,-2.15,16.52,36.4,3.85,21.98,0.0,0.0
2026-01-20T13:49:32.351042,CLIMB,71.15,-2.17,16.51,36.68,3.93,24.52,0.0,0.0
2026-01-20T13:49:32.451325,CLIMB,71.37,-2.18,16.52,36.94,3.99,27.07,0.0,0.0
2026-01-20T13:49:32.551844,CLIMB,71.58,-2.2,16.5,37.18,4.07,29.63,0.0,0.0
2026-01-20T13:49:32.652708,CLIMB,71.8,-2.21,16.5,37.4,4.15,32.18,0.0,0.0
2026-01-20T13:49:32.753679,CLIMB,72.0,-2.22,16.5,37.59,4.22,34.95,0.0,0.0
2026-01-20T13:49:32.854837,CLIMB,72.23,-2.24,16.5,37.76,4.31,37.54,0.0,0.0
2026-01-20T13:49:32.955832,CLIMB,72.44,-2.25,16.51,37.9,4.37,40.14,0.0,0.0
2026-01-20T13:49:33.056694,CLIMB,72.67,-2.26,16.5,37.99,4.43,42.72,0.0,0.0
2026-01-20T13:49:33.156870,CLIMB,72.9,-2.27,16.5,38.06,4.53,45.31,0.0,0.0
2026-01-20T13:49:33.257840,CLIMB,73.11,-2.28,16.5,38.11,4.58,47.91,0.0,0.0
2026-01-20T13:49:33.358901,CLIMB,73.32,-2.28,16.51,38.1,4.63,50.52,0.0,0.0
2026-01-20T13:49:33.459828,CLIMB,73.55,-2.29,16.51,38.07,4.71,53.06,0.0,0.0
2026-01-20T13:49:33.560872,CLIMB,73.77,-2.3,16.51,38.03,4.76,55.61,0.0,0.0
2026-01-20T13:49:33.661831,CLIMB,74.04,-2.3,16.52,37.92,4.84,58.11,0.0,0.0
2026-01-20T13:49:33.762813,CLIMB,74.27,-2.3,16.52,37.81,4.88,60.62,0.0,0.0
2026-01-20T13:49:33.863849,CLIMB,74.48,-2.31,16.54,37.67,4.92,63.08,0.0,0.0
2026-01-20T13:49:33.964985,CLIMB,74.71,-2.31,16.55,37.5,4.98,65.56,0.0,0.0
2026-01-20T13:49:34.065612,CLIMB,74.93,-2.31,16.55,37.27,4.99,68.28,0.0,0.0
2026-01-20T13:49:34.166710,CLIMB,75.16,-2.31,16.55,37.05,5.03,70.71,0.0,0.0
2026-01-20T13:49:34.267703,CLIMB,75.37,-2.31,16.56,36.79,5.08,73.07,0.0,0.0
2026-01-20T13:49:34.367969,CLIMB,75.6,-2.31,16.58,36.53,5.11,75.5,0.0,0.0
2026-01-20T13:49:34.468936,CLIMB,75.82,-2.31,16.59,36.25,5.15,77.74,0.0,0.0
2026-01-20T13:49:34.569204,CLIMB,76.05,-2.31,16.6,35.9,5.18,80.11,0.0,0.0
2026-01-20T13:49:34.669924,CLIMB,76.26,-2.31,16.62,35.59,5.18,82.31,0.0,0.0
2026-01-20T13:49:34.770145,CLIMB,76.49,-2.31,16.64,35.25,5.2,84.56,0.0,0.0
2026-01-20T13:49:34.871232,CLIMB,76.71,-2.31,16.65,34.88,5.24,86.76,0.0,0.0
2026-01-20T13:49:34.971704,CLIMB,76.94,-2.32,16.67,34.5,5.26,88.94,0.0,0.0
2026-01-20T13:49:35.072561,CLIMB,77.15,-2.32,16.69,34.09,5.31,91.05,0.0,0.0
