timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg,loiter_time_s,target_distance_m
2026-01-20T13:30:12.863136,CLIMB,0.0,0.0,0.09,0.14,-0.34,89.37,0.0,0.0
2026-01-20T13:30:12.964262,CLIMB,0.0,0.0,0.09,0.13,-0.34,89.36,0.0,0.0
2026-01-20T13:30:13.064623,CLIMB,0.0,-0.01,0.09,0.12,-0.33,89.36,0.0,0.0
2026-01-20T13:30:13.165573,CLIMB,0.0,-0.01,0.09,0.11,-0.33,89.33,0.0,0.0
2026-01-20T13:30:13.266541,CLIMB,0.0,0.0,0.09,0.1,-0.34,89.32,0.0,0.0
2026-01-20T13:30:13.367758,CLIMB,0.0,0.0,0.09,0.12,-0.33,89.3,0.0,0.0
2026-01-20T13:30:13.468511,CLIMB,0.0,0.0,0.09,0.11,-0.35,89.29,0.0,0.0
2026-01-20T13:30:13.568879,CLIMB,0.0,0.0,0.09,0.06,-0.33,89.28,0.0,0.0
2026-01-20T13:30:13.669657,CLIMB,0.0,0.0,0.09,0.04,-0.34,89.28,0.0,0.0
2026-01-20T13:30:13.770457,CLIMB,0.0,0.0,0.1,0.03,-0.36,89.3,0.0,0.0
2026-01-20T13:30:13.871583,CLIMB,0.0,0.0,0.28,0.03,-0.32,89.31,0.0,0.0
2026-01-20T13:30:13.972535,CLIMB,0.0,0.0,0.77,0.02,-0.33,89.33,0.0,0.0
2026-01-20T13:30:14.073604,CLIMB,-0.0,0.0,1.57,-0.0,-0.32,89.34,0.0,0.0
2026-01-20T13:30:14.174537,CLIMB,-0.0,0.01,2.61,-0.01,-0.31,89.32,0.0,0.0
2026-01-20T13:30:14.275607,CLIMB,-0.0,0.01,3.99,-0.01,-0.3,89.31,0.0,0.0
2026-01-20T13:30:14.376559,CLIMB,-0.0,-0.02,5.86,-0.02,-0.64,90.24,0.0,0.0
2026-01-20T13:30:14.476836,CLIMB,0.0,-0.03,7.74,-0.02,-1.75,92.3,0.0,0.0
2026-01-20T13:30:14.577698,CLIMB,0.0,-0.01,9.85,-0.01,-2.37,94.95,0.0,0.0
2026-01-20T13:30:14.678774,CLIMB,0.01,-0.01,11.94,-0.02,-2.62,96.58,0.0,0.0
2026-01-20T13:30:14.779673,CLIMB,0.01,-0.02,13.76,0.02,-2.74,96.7,0.0,0.0
2026-01-20T13:30:14.880821,CLIMB,0.02,-0.03,15.55,0.05,-2.82,95.83,0.0,0.0
2026-01-20T13:30:14.981752,CLIMB,0.02,-0.04,17.09,0.1,-2.87,94.68,0.0,0.0
2026-01-20T13:30:15.082746,CLIMB,0.03,-0.05,18.15,0.1,-3.05,93.62,0.0,0.0
2026-01-20T13:30:15.183785,CLIMB,0.04,-0.06,19.12,0.12,-2.88,93.17,0.0,0.0
