time,altitude,v_down
2025-12-20T21:45:05.037091,44.71,-0.8
2025-12-20T21:45:05.088732,44.76,-0.79
2025-12-20T21:45:05.140658,44.79,-0.62
2025-12-20T21:45:05.192359,44.81,-0.27
2025-12-20T21:45:05.243095,44.81,0.14
2025-12-20T21:45:05.295478,44.8,0.4
2025-12-20T21:45:05.346437,44.76,0.8
2025-12-20T21:45:05.397293,44.73,1.12
2025-12-20T21:45:05.448090,44.64,1.72
2025-12-20T21:45:05.500417,44.57,2.16
2025-12-20T21:45:05.551357,44.43,2.89
2025-12-20T21:45:05.602062,44.24,3.46
2025-12-20T21:45:05.653378,44.1,3.79
2025-12-20T21:45:05.704367,43.89,4.16
2025-12-20T21:45:05.755795,43.72,4.39
2025-12-20T21:45:05.807408,43.45,4.74
2025-12-20T21:45:05.858519,43.27,4.95
2025-12-20T21:45:05.911338,43.0,5.28
2025-12-20T21:45:05.962084,42.66,5.7
2025-12-20T21:45:06.013004,42.44,6.04
2025-12-20T21:45:06.064501,42.1,6.63
2025-12-20T21:45:06.115381,41.84,7.09
2025-12-20T21:45:06.166285,41.38,7.59
2025-12-20T21:45:06.217269,41.08,7.69
2025-12-20T21:45:06.268632,40.66,7.64
2025-12-20T21:45:06.320742,40.3,7.53
2025-12-20T21:45:06.372518,39.9,7.4
2025-12-20T21:45:06.423391,39.5,7.3
2025-12-20T21:45:06.475648,39.16,7.24
2025-12-20T21:45:06.527122,38.77,7.19
2025-12-20T21:45:06.577953,38.49,7.17
2025-12-20T21:45:06.629655,38.09,7.15
2025-12-20T21:45:06.680628,37.75,7.15
2025-12-20T21:45:06.732120,37.36,7.18
2025-12-20T21:45:06.783244,36.96,7.21
2025-12-20T21:45:06.834984,36.67,7.23
2025-12-20T21:45:06.886058,36.21,7.26
2025-12-20T21:45:06.937350,35.93,7.28
2025-12-20T21:45:06.988281,35.52,7.31
2025-12-20T21:45:07.040967,35.23,7.34
2025-12-20T21:45:07.091802,34.76,7.38
2025-12-20T21:45:07.142858,34.35,7.43
2025-12-20T21:45:07.193974,34.06,7.47
2025-12-20T21:45:07.244863,33.58,7.52
2025-12-20T21:45:07.295995,33.28,7.55
2025-12-20T21:45:07.346601,32.86,7.6
2025-12-20T21:45:07.397732,32.55,7.62
2025-12-20T21:45:07.448611,32.07,7.63
2025-12-20T21:45:07.500868,31.77,7.61
2025-12-20T21:45:07.552872,31.29,7.57
2025-12-20T21:45:07.604018,30.87,7.53
2025-12-20T21:45:07.657027,30.57,7.52
2025-12-20T21:45:07.708731,30.15,7.52
2025-12-20T21:45:07.761406,29.78,7.53
2025-12-20T21:45:07.812092,29.36,7.55
2025-12-20T21:45:07.863343,28.94,7.57
2025-12-20T21:45:07.914050,28.64,7.58
2025-12-20T21:45:07.965035,28.15,7.59
2025-12-20T21:45:08.016690,27.85,7.59
2025-12-20T21:45:08.068259,27.42,7.6
2025-12-20T21:45:08.119025,27.12,7.6
2025-12-20T21:45:08.170028,26.63,7.61
2025-12-20T21:45:08.221188,26.33,7.61
2025-12-20T21:45:08.272400,25.9,7.62
2025-12-20T21:45:08.323309,25.41,7.63
2025-12-20T21:45:08.374140,25.1,7.64
2025-12-20T21:45:08.424905,24.68,7.65
2025-12-20T21:45:08.476240,24.37,7.65
2025-12-20T21:45:08.527000,23.88,7.66
2025-12-20T21:45:08.578146,23.57,7.67
2025-12-20T21:45:08.629199,23.14,7.68
2025-12-20T21:45:08.681259,22.84,7.68
2025-12-20T21:45:08.732444,22.34,7.69
2025-12-20T21:45:08.783675,21.85,7.7
2025-12-20T21:45:08.834561,21.6,7.7
2025-12-20T21:45:08.885404,21.11,7.71
2025-12-20T21:45:08.936507,20.8,7.71
2025-12-20T21:45:08.987872,20.36,7.72
2025-12-20T21:45:09.038636,20.05,7.72
2025-12-20T21:45:09.089609,19.56,7.73
2025-12-20T21:45:09.141456,19.25,7.73
2025-12-20T21:45:09.192519,18.81,7.74
2025-12-20T21:45:09.243245,18.32,7.74
2025-12-20T21:45:09.294292,18.0,7.75
2025-12-20T21:45:09.345159,17.57,7.76
2025-12-20T21:45:09.396253,17.26,7.77
2025-12-20T21:45:09.447103,16.76,7.78
2025-12-20T21:45:09.498289,16.45,7.79
2025-12-20T21:45:09.549019,16.01,7.8
2025-12-20T21:45:09.601354,15.69,7.81
2025-12-20T21:45:09.652160,15.19,7.82
2025-12-20T21:45:09.703398,14.75,7.83
2025-12-20T21:45:09.753993,14.44,7.84
2025-12-20T21:45:09.804955,13.93,7.85
2025-12-20T21:45:09.856114,13.62,7.85
2025-12-20T21:45:09.907136,13.18,7.85
2025-12-20T21:45:09.958082,12.86,7.85
2025-12-20T21:45:10.009347,12.36,7.84
2025-12-20T21:45:10.061355,12.04,7.83
2025-12-20T21:45:10.112254,11.6,7.83
2025-12-20T21:45:10.163283,11.1,7.83
2025-12-20T21:45:10.214375,10.79,7.83
2025-12-20T21:45:10.265419,10.35,7.83
2025-12-20T21:45:10.316575,9.97,7.84
2025-12-20T21:45:10.367875,9.53,7.84
2025-12-20T21:45:10.418535,9.21,7.85
2025-12-20T21:45:10.469814,8.77,7.85
2025-12-20T21:45:10.521634,8.46,7.85
2025-12-20T21:45:10.572841,7.95,7.85
2025-12-20T21:45:10.624383,7.45,7.85
2025-12-20T21:45:10.675106,7.2,7.85
2025-12-20T21:45:10.726896,6.69,7.86
2025-12-20T21:45:10.778548,6.37,7.86
2025-12-20T21:45:10.830195,5.93,7.86
2025-12-20T21:45:10.882403,5.62,7.87
2025-12-20T21:45:10.934100,5.11,7.87
2025-12-20T21:45:10.985219,4.67,7.87
2025-12-20T21:45:11.037486,4.35,7.87
2025-12-20T21:45:11.088756,3.85,7.88
