timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-23T02:12:57.325259,CLIMB,0.0,-0.07,0.02,-0.09,0.11,-35.3
2026-01-23T02:12:57.426101,CLIMB,0.01,-0.07,0.03,-0.07,0.1,-35.31
2026-01-23T02:12:57.526514,CLIMB,0.02,-0.07,0.03,-0.06,0.1,-35.3
2026-01-23T02:12:57.627489,CLIMB,0.03,-0.07,0.03,-0.1,0.11,-35.31
2026-01-23T02:12:57.728528,CLIMB,0.03,-0.07,0.03,-0.15,0.11,-35.33
2026-01-23T02:12:57.829394,CLIMB,0.04,-0.07,0.03,-0.15,0.1,-35.31
2026-01-23T02:12:57.930266,CLIMB,0.05,-0.07,0.03,-0.14,0.09,-35.34
2026-01-23T02:12:58.031068,CLIMB,0.05,-0.07,0.03,-0.13,0.09,-35.33
2026-01-23T02:12:58.131283,CLIMB,0.06,-0.07,0.03,-0.12,0.09,-35.31
2026-01-23T02:12:58.232221,CLIMB,0.07,-0.07,0.03,-0.13,0.1,-35.31
2026-01-23T02:12:58.333166,CLIMB,0.07,-0.07,0.03,-0.12,0.1,-35.3
2026-01-23T02:12:58.434228,CLIMB,0.08,-0.07,0.03,-0.13,0.11,-35.29
2026-01-23T02:12:58.535168,CLIMB,0.09,-0.07,0.02,-0.13,0.12,-35.3
2026-01-23T02:12:58.636031,CLIMB,0.09,-0.07,0.02,-0.11,0.13,-35.33
2026-01-23T02:12:58.736239,CLIMB,0.1,-0.07,0.02,-0.13,0.15,-35.34
2026-01-23T02:12:58.837171,CLIMB,0.1,-0.07,0.03,-0.13,0.14,-35.33
2026-01-23T02:12:58.937418,CLIMB,0.11,-0.07,0.03,-0.11,0.14,-35.34
2026-01-23T02:12:59.039471,CLIMB,0.11,-0.07,0.03,-0.13,0.14,-35.34
2026-01-23T02:12:59.140265,CLIMB,0.0,-0.07,0.03,-0.11,0.16,-35.33
2026-01-23T02:12:59.241223,CLIMB,0.0,-0.07,0.03,-0.14,0.16,-35.31
2026-01-23T02:12:59.341428,CLIMB,0.01,-0.07,0.04,-0.15,0.18,-35.34
2026-01-23T02:12:59.442360,CLIMB,0.02,-0.08,0.04,-0.13,0.17,-35.34
2026-01-23T02:12:59.543267,CLIMB,-0.99,-0.08,0.04,-0.14,0.17,-35.33
2026-01-23T02:12:59.644214,CLIMB,-0.98,-0.08,0.03,-0.16,0.17,-35.33
2026-01-23T02:12:59.744430,CLIMB,-0.98,-0.08,0.03,-0.14,0.18,-35.35
2026-01-23T02:12:59.845402,CLIMB,-0.97,-0.08,0.03,-0.15,0.16,-35.33
2026-01-23T02:12:59.945559,CLIMB,-0.96,-0.08,0.03,-0.16,0.18,-35.31
2026-01-23T02:13:00.045770,CLIMB,-0.95,-0.08,0.03,-0.16,0.19,-35.33
2026-01-23T02:13:00.145870,CLIMB,-0.94,-0.08,0.03,-0.15,0.17,-35.31
2026-01-23T02:13:00.245952,CLIMB,-0.93,-0.08,0.04,-0.15,0.15,-35.31
2026-01-23T02:13:00.346038,CLIMB,-0.92,-0.08,0.03,-0.15,0.14,-35.29
2026-01-23T02:13:00.446189,CLIMB,-0.91,-0.08,0.04,-0.14,0.15,-35.29
