time,altitude_m,v_down_m_s
2025-12-19T17:55:40.261508,40.01,0.01
2025-12-19T17:55:40.312809,40.01,0.01
2025-12-19T17:55:40.364761,40.01,0.25
2025-12-19T17:55:40.415578,39.98,0.7
2025-12-19T17:55:40.466059,39.92,1.25
2025-12-19T17:55:40.517316,39.86,1.6
2025-12-19T17:55:40.568147,39.76,2.08
2025-12-19T17:55:40.620000,39.67,2.41
2025-12-19T17:55:40.671151,39.51,2.9
2025-12-19T17:55:40.722305,39.39,3.19
2025-12-19T17:55:40.773011,39.18,3.67
2025-12-19T17:55:40.826013,39.06,3.98
2025-12-19T17:55:40.877235,38.81,4.42
2025-12-19T17:55:40.927806,38.57,4.86
2025-12-19T17:55:40.979812,38.37,5.18
2025-12-19T17:55:41.030507,38.04,5.69
2025-12-19T17:55:41.081673,37.81,6.02
2025-12-19T17:55:41.132663,37.47,6.47
2025-12-19T17:55:41.184674,37.21,6.78
2025-12-19T17:55:41.235672,36.77,7.15
2025-12-19T17:55:41.286736,36.38,7.37
2025-12-19T17:55:41.337717,36.1,7.46
2025-12-19T17:55:41.388788,35.63,7.54
2025-12-19T17:55:41.439809,35.34,7.57
2025-12-19T17:55:41.490945,34.93,7.61
2025-12-19T17:55:41.541802,34.64,7.64
2025-12-19T17:55:41.593025,34.17,7.68
2025-12-19T17:55:41.644803,33.87,7.69
2025-12-19T17:55:41.696089,33.45,7.72
2025-12-19T17:55:41.747242,32.97,7.73
2025-12-19T17:55:41.798081,32.67,7.75
2025-12-19T17:55:41.849014,32.24,7.76
2025-12-19T17:55:41.900239,31.94,7.77
2025-12-19T17:55:41.951599,31.46,7.78
2025-12-19T17:55:42.003162,31.15,7.79
2025-12-19T17:55:42.054070,30.66,7.8
2025-12-19T17:55:42.105362,30.42,7.8
2025-12-19T17:55:42.156374,29.93,7.81
2025-12-19T17:55:42.207076,29.43,7.82
2025-12-19T17:55:42.258058,29.19,7.82
2025-12-19T17:55:42.308977,28.69,7.82
2025-12-19T17:55:42.360525,28.38,7.82
2025-12-19T17:55:42.412066,27.94,7.83
2025-12-19T17:55:42.462850,27.57,7.83
2025-12-19T17:55:42.514001,27.14,7.83
2025-12-19T17:55:42.565943,26.83,7.83
2025-12-19T17:55:42.617179,26.33,7.83
2025-12-19T17:55:42.667844,25.9,7.83
2025-12-19T17:55:42.718763,25.59,7.83
2025-12-19T17:55:42.770006,25.09,7.84
2025-12-19T17:55:42.820644,24.84,7.84
2025-12-19T17:55:42.871610,24.34,7.84
2025-12-19T17:55:42.922898,24.03,7.84
2025-12-19T17:55:42.974369,23.6,7.84
2025-12-19T17:55:43.025983,23.29,7.85
2025-12-19T17:55:43.076772,22.79,7.85
2025-12-19T17:55:43.127723,22.35,7.85
2025-12-19T17:55:43.178744,22.04,7.85
2025-12-19T17:55:43.229939,21.54,7.85
2025-12-19T17:55:43.281275,21.23,7.85
2025-12-19T17:55:43.332139,20.79,7.86
2025-12-19T17:55:43.382925,20.48,7.86
2025-12-19T17:55:43.434005,19.98,7.86
2025-12-19T17:55:43.485992,19.67,7.86
2025-12-19T17:55:43.536738,19.23,7.86
2025-12-19T17:55:43.588003,18.73,7.86
2025-12-19T17:55:43.639120,18.41,7.86
2025-12-19T17:55:43.689826,17.97,7.86
2025-12-19T17:55:43.740991,17.66,7.86
2025-12-19T17:55:43.792161,17.16,7.86
2025-12-19T17:55:43.843869,16.84,7.86
2025-12-19T17:55:43.895303,16.4,7.86
2025-12-19T17:55:43.946922,16.09,7.86
2025-12-19T17:55:43.997940,15.59,7.86
2025-12-19T17:55:44.049193,15.08,7.86
2025-12-19T17:55:44.101283,14.77,7.86
2025-12-19T17:55:44.152291,14.33,7.86
2025-12-19T17:55:44.204206,14.01,7.86
2025-12-19T17:55:44.256945,13.51,7.86
2025-12-19T17:55:44.307920,13.07,7.86
2025-12-19T17:55:44.359092,12.75,7.87
2025-12-19T17:55:44.409874,12.31,7.87
2025-12-19T17:55:44.461286,12.0,7.87
2025-12-19T17:55:44.512784,11.49,7.87
2025-12-19T17:55:44.564378,11.18,7.87
2025-12-19T17:55:44.615323,10.74,7.87
2025-12-19T17:55:44.666279,10.42,7.86
2025-12-19T17:55:44.717302,9.92,7.86
2025-12-19T17:55:44.768298,9.48,7.87
2025-12-19T17:55:44.819287,9.16,7.87
2025-12-19T17:55:44.870559,8.66,7.86
2025-12-19T17:55:44.921572,8.34,7.86
2025-12-19T17:55:44.972902,7.84,7.86
2025-12-19T17:55:45.024171,7.58,7.86
2025-12-19T17:55:45.075271,7.08,7.87
2025-12-19T17:55:45.127018,6.76,7.87
2025-12-19T17:55:45.177802,6.32,7.87
2025-12-19T17:55:45.228711,5.82,7.87
2025-12-19T17:55:45.279796,5.5,7.87
2025-12-19T17:55:45.330886,5.06,7.87
2025-12-19T17:55:45.381914,4.74,7.87
2025-12-19T17:55:45.432850,4.24,7.87
2025-12-19T17:55:45.483862,3.92,7.87
