timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-20T17:50:37.356594,MC_CLIMB,0.0,0.01,0.05,0.1,0.12,88.56
2026-01-20T17:50:37.457434,MC_CLIMB,-0.0,0.01,0.05,0.08,0.1,88.56
2026-01-20T17:50:37.558448,MC_CLIMB,-0.0,0.01,0.05,0.06,0.1,88.55
2026-01-20T17:50:37.659653,MC_CLIMB,-0.0,0.01,0.04,0.06,0.08,88.54
2026-01-20T17:50:37.760313,MC_CLIMB,-0.0,0.01,0.04,0.06,0.07,88.48
2026-01-20T17:50:37.861305,MC_CLIMB,-0.01,0.01,0.04,0.05,0.05,88.49
2026-01-20T17:50:37.962452,MC_CLIMB,-0.01,0.02,0.04,0.04,0.06,88.46
2026-01-20T17:50:38.063341,MC_CLIMB,-0.01,0.02,0.03,0.05,0.07,88.46
2026-01-20T17:50:38.164176,MC_CLIMB,-0.01,0.01,0.03,0.07,0.06,88.45
2026-01-20T17:50:38.265145,MC_CLIMB,-0.01,0.01,0.03,0.08,0.07,88.42
2026-01-20T17:50:38.366287,MC_CLIMB,-0.01,0.01,0.02,0.07,0.08,88.41
2026-01-20T17:50:38.467301,MC_CLIMB,-0.01,0.01,0.02,0.05,0.07,88.39
2026-01-20T17:50:38.568362,MC_CLIMB,-0.01,0.01,0.02,0.03,0.08,88.4
2026-01-20T17:50:38.669422,MC_CLIMB,-0.01,0.01,0.02,0.01,0.08,88.4
2026-01-20T17:50:38.770338,MC_CLIMB,-0.01,0.02,0.02,-0.01,0.1,88.41
2026-01-20T17:50:38.870605,MC_CLIMB,-0.01,0.02,0.02,-0.0,0.09,88.4
2026-01-20T17:50:38.971775,MC_CLIMB,-0.01,0.02,0.02,0.0,0.1,88.39
2026-01-20T17:50:39.072175,MC_CLIMB,-0.01,0.02,0.01,0.0,0.1,88.4
2026-01-20T17:50:39.172812,MC_CLIMB,0.0,0.02,0.02,0.01,0.09,88.4
2026-01-20T17:50:39.273802,MC_CLIMB,0.0,0.02,0.01,0.01,0.09,88.39
2026-01-20T17:50:39.374848,MC_CLIMB,0.0,0.02,0.02,0.01,0.1,88.39
