timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-20T17:29:57.903186,MC_CLIMB,0.0,-0.01,0.04,0.06,0.23,91.93
2026-01-20T17:29:58.004292,MC_CLIMB,0.0,-0.02,0.05,0.04,0.24,91.91
2026-01-20T17:29:58.105402,MC_CLIMB,0.01,-0.02,0.05,0.07,0.22,91.88
2026-01-20T17:29:58.205934,MC_CLIMB,0.01,-0.01,0.04,0.08,0.25,91.87
2026-01-20T17:29:58.306179,MC_CLIMB,0.01,-0.01,0.04,0.09,0.24,91.84
2026-01-20T17:29:58.406622,MC_CLIMB,0.01,-0.01,0.04,0.09,0.22,91.84
2026-01-20T17:29:58.507502,MC_CLIMB,0.01,-0.01,0.04,0.09,0.21,91.84
2026-01-20T17:29:58.607899,MC_CLIMB,0.01,-0.01,0.04,0.1,0.2,91.81
2026-01-20T17:29:58.708479,MC_CLIMB,0.01,-0.01,0.04,0.11,0.2,91.83
2026-01-20T17:29:58.808836,MC_CLIMB,0.02,-0.01,0.04,0.12,0.21,91.83
2026-01-20T17:29:58.909324,MC_CLIMB,0.02,-0.02,0.04,0.13,0.2,91.85
2026-01-20T17:29:59.010423,MC_CLIMB,0.02,-0.01,0.04,0.15,0.22,91.83
2026-01-20T17:29:59.111080,MC_CLIMB,0.02,-0.01,0.04,0.16,0.22,91.81
2026-01-20T17:29:59.211587,MC_CLIMB,0.02,-0.01,0.03,0.16,0.24,91.77
2026-01-20T17:29:59.312547,MC_CLIMB,0.02,-0.01,0.04,0.15,0.22,91.76
2026-01-20T17:29:59.413467,MC_CLIMB,0.02,-0.01,0.04,0.16,0.23,91.74
2026-01-20T17:29:59.514544,MC_CLIMB,0.02,-0.01,0.04,0.15,0.22,91.73
2026-01-20T17:29:59.615689,MC_CLIMB,0.02,-0.01,0.04,0.14,0.24,91.71
2026-01-20T17:29:59.717552,MC_CLIMB,0.0,-0.01,0.04,0.13,0.23,91.71
2026-01-20T17:29:59.818435,MC_CLIMB,0.0,0.0,0.04,0.16,0.22,91.71
2026-01-20T17:29:59.918748,MC_CLIMB,0.0,0.0,0.04,0.15,0.22,91.71
2026-01-20T17:30:00.019008,MC_CLIMB,0.0,0.0,0.04,0.15,0.24,91.68
2026-01-20T17:30:00.119225,MC_CLIMB,0.0,0.0,0.05,0.14,0.22,91.66
2026-01-20T17:30:00.219402,MC_CLIMB,0.0,0.0,0.05,0.13,0.22,91.66
2026-01-20T17:30:00.320529,MC_CLIMB,0.0,-0.01,0.05,0.11,0.2,91.63
2026-01-20T17:30:00.421627,MC_CLIMB,0.0,-0.01,0.05,0.13,0.22,91.63
2026-01-20T17:30:00.522828,MC_CLIMB,0.0,-0.01,0.05,0.13,0.2,91.6
2026-01-20T17:30:00.623562,MC_CLIMB,0.0,-0.01,0.05,0.1,0.17,91.59
2026-01-20T17:30:00.724313,MC_CLIMB,0.0,-0.01,0.05,0.12,0.14,91.57
2026-01-20T17:30:00.825353,MC_CLIMB,0.0,-0.01,0.05,0.14,0.13,91.59
2026-01-20T17:30:00.926584,MC_CLIMB,0.0,-0.01,0.05,0.15,0.15,91.59
2026-01-20T17:30:01.027433,MC_CLIMB,0.01,-0.01,0.05,0.17,0.14,91.59
2026-01-20T17:30:01.128367,MC_CLIMB,0.01,-0.02,0.05,0.2,0.16,91.59
2026-01-20T17:30:01.228674,MC_CLIMB,0.01,-0.02,0.05,0.21,0.16,91.6
2026-01-20T17:30:01.329452,MC_CLIMB,0.01,-0.02,0.05,0.22,0.16,91.6
2026-01-20T17:30:01.430260,MC_CLIMB,0.01,-0.02,0.05,0.22,0.16,91.55
2026-01-20T17:30:01.531407,MC_CLIMB,0.01,-0.01,0.04,0.2,0.14,91.53
2026-01-20T17:30:01.632364,MC_CLIMB,0.01,-0.01,0.04,0.2,0.13,91.52
2026-01-20T17:30:01.733540,MC_CLIMB,0.01,-0.01,0.04,0.21,0.13,91.52
2026-01-20T17:30:01.834102,MC_CLIMB,0.01,-0.02,0.04,0.21,0.09,91.53
2026-01-20T17:30:01.934941,MC_CLIMB,0.02,-0.07,0.04,0.06,-0.04,91.54
2026-01-20T17:30:02.035894,MC_CLIMB,0.03,-0.22,0.04,-0.35,-0.19,91.51
2026-01-20T17:30:02.137985,MC_CLIMB,0.06,-0.32,0.02,-0.56,-0.29,91.51
2026-01-20T17:30:02.239091,MC_CLIMB,0.09,-0.4,0.01,-0.63,-0.33,91.5
2026-01-20T17:30:02.339920,MC_CLIMB,0.14,-0.48,0.01,-0.53,-0.32,91.52
2026-01-20T17:30:02.440910,MC_CLIMB,0.2,-0.56,0.02,-0.42,-0.3,91.49
2026-01-20T17:30:02.541894,MC_CLIMB,0.25,-0.63,0.02,-0.31,-0.27,91.48
2026-01-20T17:30:02.642257,MC_CLIMB,0.32,-0.7,0.03,-0.18,-0.21,91.45
2026-01-20T17:30:02.742771,MC_CLIMB,0.39,-0.78,0.03,-0.06,-0.18,91.44
2026-01-20T17:30:02.843551,MC_CLIMB,0.46,-0.84,0.03,0.03,-0.15,91.45
2026-01-20T17:30:02.943799,MC_CLIMB,0.55,-0.9,0.03,0.14,-0.07,91.44
2026-01-20T17:30:03.044615,MC_CLIMB,0.64,-0.98,0.04,0.23,-0.01,91.44
2026-01-20T17:30:03.145361,MC_CLIMB,0.73,-1.04,0.04,0.3,0.08,91.44
2026-01-20T17:30:03.245999,MC_CLIMB,0.84,-1.1,0.03,0.38,0.18,91.44
2026-01-20T17:30:03.346606,MC_CLIMB,0.95,-1.16,0.02,0.44,0.24,91.43
2026-01-20T17:30:03.447725,MC_CLIMB,1.06,-1.18,0.01,0.48,0.27,91.41
2026-01-20T17:30:03.548591,MC_CLIMB,1.17,-1.16,0.01,0.54,0.33,91.4
2026-01-20T17:30:03.649516,MC_CLIMB,1.29,-1.16,0.0,0.57,0.37,91.4
2026-01-20T17:30:03.750675,MC_CLIMB,1.4,-1.17,0.0,0.61,0.4,91.37
2026-01-20T17:30:03.851228,MC_CLIMB,1.52,-1.19,0.01,0.6,0.43,91.33
2026-01-20T17:30:03.951843,MC_CLIMB,1.63,-1.2,0.02,0.66,0.46,91.32
2026-01-20T17:30:04.052530,MC_CLIMB,1.76,-1.22,0.02,0.65,0.43,90.42
2026-01-20T17:30:04.153394,MC_CLIMB,1.88,-1.23,0.03,0.62,0.4,90.5
2026-01-20T17:30:04.254561,MC_CLIMB,2.0,-1.25,0.04,0.65,0.36,90.53
2026-01-20T17:30:04.355860,MC_CLIMB,2.12,-1.26,0.05,0.66,0.37,90.49
2026-01-20T17:30:04.456435,MC_CLIMB,2.25,-1.27,0.05,0.66,0.32,90.45
2026-01-20T17:30:04.557138,MC_CLIMB,2.37,-1.28,0.06,0.63,0.34,90.38
2026-01-20T17:30:04.658009,MC_CLIMB,2.5,-1.3,0.07,0.62,0.33,90.36
2026-01-20T17:30:04.758406,MC_CLIMB,2.63,-1.3,0.08,0.6,0.32,90.3
2026-01-20T17:30:04.860208,MC_CLIMB,2.76,-1.31,0.09,0.59,0.32,90.28
2026-01-20T17:30:04.960914,MC_CLIMB,2.89,-1.32,0.09,0.53,0.32,90.3
2026-01-20T17:30:05.061153,MC_CLIMB,3.03,-1.33,0.09,0.48,0.29,90.3
2026-01-20T17:30:05.162238,MC_CLIMB,3.17,-1.34,0.09,0.47,0.28,90.33
2026-01-20T17:30:05.262564,MC_CLIMB,3.31,-1.35,0.1,0.48,0.23,90.36
2026-01-20T17:30:05.363728,MC_CLIMB,3.44,-1.37,0.1,0.44,0.22,90.42
2026-01-20T17:30:05.464792,MC_CLIMB,3.57,-1.37,0.1,0.4,0.2,90.47
2026-01-20T17:30:05.565503,MC_CLIMB,3.71,-1.38,0.1,0.37,0.13,90.52
2026-01-20T17:30:05.665679,MC_CLIMB,3.84,-1.39,0.1,0.34,0.11,90.55
2026-01-20T17:30:05.766402,MC_CLIMB,3.98,-1.39,0.1,0.29,0.06,90.57
2026-01-20T17:30:05.866758,MC_CLIMB,4.13,-1.4,0.09,0.26,0.09,90.58
2026-01-20T17:30:05.968195,MC_CLIMB,4.26,-1.4,0.1,0.22,0.08,90.57
2026-01-20T17:30:06.068975,MC_CLIMB,4.41,-1.41,0.1,0.16,0.08,90.57
2026-01-20T17:30:06.169383,MC_CLIMB,4.54,-1.41,0.09,0.08,0.06,90.6
2026-01-20T17:30:06.270223,MC_CLIMB,4.68,-1.42,0.09,0.06,0.05,90.62
2026-01-20T17:30:06.370988,MC_CLIMB,4.82,-1.42,0.09,0.03,0.05,90.64
2026-01-20T17:30:06.471508,MC_CLIMB,4.97,-1.42,0.09,0.01,0.08,90.67
2026-01-20T17:30:06.572732,MC_CLIMB,5.1,-1.43,0.09,0.03,0.05,90.69
2026-01-20T17:30:06.673351,MC_CLIMB,5.24,-1.43,0.07,0.01,0.05,90.74
2026-01-20T17:30:06.773961,MC_CLIMB,5.39,-1.44,0.07,0.05,0.03,90.76
2026-01-20T17:30:06.874590,MC_CLIMB,5.52,-1.44,0.07,0.02,0.03,90.75
2026-01-20T17:30:06.975794,MC_CLIMB,5.67,-1.44,0.06,0.03,0.01,90.77
2026-01-20T17:30:07.076552,MC_CLIMB,5.82,-1.45,0.06,0.04,0.02,90.76
2026-01-20T17:30:07.177127,MC_CLIMB,5.96,-1.45,0.06,0.06,0.01,90.78
2026-01-20T17:30:07.277665,MC_CLIMB,6.1,-1.45,0.06,0.07,0.0,90.8
2026-01-20T17:30:07.378149,MC_CLIMB,6.24,-1.45,0.06,0.09,0.01,90.8
2026-01-20T17:30:07.479003,MC_CLIMB,6.38,-1.46,0.05,0.06,0.0,90.79
2026-01-20T17:30:07.580921,MC_CLIMB,6.53,-1.46,0.05,0.07,0.01,90.82
2026-01-20T17:30:07.681781,MC_CLIMB,6.67,-1.46,0.05,0.06,0.01,90.8
2026-01-20T17:30:07.782327,MC_CLIMB,6.82,-1.46,0.04,0.03,0.01,90.8
2026-01-20T17:30:07.882608,MC_CLIMB,6.96,-1.46,0.03,0.08,0.02,90.78
2026-01-20T17:30:07.982957,MC_CLIMB,7.14,-1.47,0.03,0.16,0.02,90.76
2026-01-20T17:30:08.083469,MC_CLIMB,7.29,-1.47,0.04,0.17,-0.0,90.74
2026-01-20T17:30:08.183718,MC_CLIMB,7.43,-1.47,0.03,0.17,0.0,90.72
2026-01-20T17:30:08.284549,MC_CLIMB,7.58,-1.48,0.04,0.19,-0.0,90.71
2026-01-20T17:30:08.385162,MC_CLIMB,7.72,-1.48,0.04,0.16,0.01,90.7
2026-01-20T17:30:08.485917,MC_CLIMB,7.88,-1.48,0.04,0.15,0.02,90.69
2026-01-20T17:30:08.586710,MC_CLIMB,8.02,-1.48,0.04,0.12,0.01,90.68
2026-01-20T17:30:08.687825,MC_CLIMB,8.17,-1.48,0.04,0.09,0.01,90.68
2026-01-20T17:30:08.788384,MC_CLIMB,8.32,-1.48,0.04,0.13,0.01,90.67
2026-01-20T17:30:08.889529,MC_CLIMB,8.47,-1.49,0.04,0.13,-0.01,90.66
2026-01-20T17:30:08.990622,MC_CLIMB,8.63,-1.49,0.04,0.12,0.01,90.66
2026-01-20T17:30:09.091195,MC_CLIMB,8.77,-1.49,0.04,0.08,-0.01,90.63
2026-01-20T17:30:09.191731,MC_CLIMB,8.91,-1.49,0.04,0.08,0.0,90.64
2026-01-20T17:30:09.292725,MC_CLIMB,9.07,-1.49,0.04,0.09,-0.0,90.63
2026-01-20T17:30:09.393448,MC_CLIMB,9.21,-1.49,0.04,0.09,0.0,90.62
2026-01-20T17:30:09.494344,MC_CLIMB,9.37,-1.49,0.04,0.13,-0.01,90.62
2026-01-20T17:30:09.594965,MC_CLIMB,9.51,-1.49,0.04,0.12,0.01,90.62
2026-01-20T17:30:09.695674,MC_CLIMB,9.67,-1.5,0.04,0.11,0.02,90.64
2026-01-20T17:30:09.796477,MC_CLIMB,9.81,-1.5,0.03,0.12,0.02,90.63
2026-01-20T17:30:09.897429,MC_CLIMB,9.97,-1.5,0.03,0.2,0.04,90.58
2026-01-20T17:30:09.998314,MC_CLIMB,10.11,-1.5,0.03,0.22,0.01,90.57
2026-01-20T17:30:10.099105,MC_CLIMB,10.27,-1.56,0.04,0.28,0.02,90.56
