timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,total_speed_m_s,roll_deg,pitch_deg,yaw_deg,loiter_time_s,target_distance_m,dive_distance_m,dive_time_s
2026-01-20T15:28:43.363063,CLIMB,1106.6,-4.61,23.14,23.6,-0.08,7.99,83.67,0.0,0.0,0.0,0.0
2026-01-20T15:28:43.379172,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.0,0.0,0.0,0.0
2026-01-20T15:28:43.479850,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.1,0.0,0.0,0.0
2026-01-20T15:28:43.580784,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.2,0.0,0.0,0.0
2026-01-20T15:28:43.681377,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.3,0.0,0.0,0.0
2026-01-20T15:28:43.781904,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.4,0.0,0.0,0.0
2026-01-20T15:28:43.882518,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.5,0.0,0.0,0.0
2026-01-20T15:28:43.983168,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.6,0.0,0.0,0.0
2026-01-20T15:28:44.083868,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.7,0.0,0.0,0.0
2026-01-20T15:28:44.184570,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.81,0.0,0.0,0.0
2026-01-20T15:28:44.285335,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,0.91,0.0,0.0,0.0
2026-01-20T15:28:44.386026,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.01,0.0,0.0,0.0
2026-01-20T15:28:44.486620,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.11,0.0,0.0,0.0
2026-01-20T15:28:44.587296,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.21,0.0,0.0,0.0
2026-01-20T15:28:44.687970,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.31,0.0,0.0,0.0
2026-01-20T15:28:44.788662,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.41,0.0,0.0,0.0
2026-01-20T15:28:44.889293,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.51,0.0,0.0,0.0
2026-01-20T15:28:44.989924,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.61,0.0,0.0,0.0
2026-01-20T15:28:45.090548,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.71,0.0,0.0,0.0
2026-01-20T15:28:45.191166,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.81,0.0,0.0,0.0
2026-01-20T15:28:45.291799,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,1.91,0.0,0.0,0.0
2026-01-20T15:28:45.392594,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.01,0.0,0.0,0.0
2026-01-20T15:28:45.493229,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.11,0.0,0.0,0.0
2026-01-20T15:28:45.593917,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.21,0.0,0.0,0.0
2026-01-20T15:28:45.694543,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.32,0.0,0.0,0.0
2026-01-20T15:28:45.795073,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.42,0.0,0.0,0.0
2026-01-20T15:28:45.895665,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.52,0.0,0.0,0.0
2026-01-20T15:28:45.996289,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.62,0.0,0.0,0.0
2026-01-20T15:28:46.096913,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.72,0.0,0.0,0.0
2026-01-20T15:28:46.197554,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.82,0.0,0.0,0.0
2026-01-20T15:28:46.298224,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,2.92,0.0,0.0,0.0
2026-01-20T15:28:46.398867,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.02,0.0,0.0,0.0
2026-01-20T15:28:46.499521,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.12,0.0,0.0,0.0
2026-01-20T15:28:46.600257,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.22,0.0,0.0,0.0
2026-01-20T15:28:46.701059,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.32,0.0,0.0,0.0
2026-01-20T15:28:46.801667,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.42,0.0,0.0,0.0
2026-01-20T15:28:46.902426,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.52,0.0,0.0,0.0
2026-01-20T15:28:47.003069,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.62,0.0,0.0,0.0
2026-01-20T15:28:47.103765,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.72,0.0,0.0,0.0
2026-01-20T15:28:47.204606,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.83,0.0,0.0,0.0
2026-01-20T15:28:47.305263,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,3.93,0.0,0.0,0.0
2026-01-20T15:28:47.405967,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.03,0.0,0.0,0.0
2026-01-20T15:28:47.506635,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.13,0.0,0.0,0.0
2026-01-20T15:28:47.607326,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.23,0.0,0.0,0.0
2026-01-20T15:28:47.708051,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.33,0.0,0.0,0.0
2026-01-20T15:28:47.808743,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.43,0.0,0.0,0.0
2026-01-20T15:28:47.909384,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.53,0.0,0.0,0.0
2026-01-20T15:28:48.010081,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.63,0.0,0.0,0.0
2026-01-20T15:28:48.110758,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.73,0.0,0.0,0.0
2026-01-20T15:28:48.211399,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.83,0.0,0.0,0.0
2026-01-20T15:28:48.312119,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,4.93,0.0,0.0,0.0
2026-01-20T15:28:48.412800,LOITER,1106.71,-4.61,23.14,23.6,-0.07,7.99,83.67,5.03,0.0,0.0,0.0
