time,altitude_m,v_down_m_s
2025-12-20T21:05:41.665279,11.5,1.32
2025-12-20T21:05:41.716173,11.43,1.28
2025-12-20T21:05:41.768073,11.37,1.25
2025-12-20T21:05:41.819086,11.29,1.21
2025-12-20T21:05:41.870104,11.21,1.18
2025-12-20T21:05:41.921164,11.16,1.15
2025-12-20T21:05:41.972225,11.09,1.12
2025-12-20T21:05:42.023401,11.04,1.1
2025-12-20T21:05:42.074815,10.98,1.07
2025-12-20T21:05:42.126402,10.93,1.05
2025-12-20T21:05:42.177396,10.86,1.02
2025-12-20T21:05:42.228518,10.82,1.0
2025-12-20T21:05:42.279422,10.76,0.98
2025-12-20T21:05:42.330241,10.69,0.95
2025-12-20T21:05:42.381617,10.65,0.93
2025-12-20T21:05:42.432611,10.6,0.9
2025-12-20T21:05:42.483739,10.56,0.89
2025-12-20T21:05:42.534570,10.5,0.86
2025-12-20T21:05:42.585935,10.46,0.85
2025-12-20T21:05:42.637255,10.41,0.83
2025-12-20T21:05:42.689567,10.37,0.81
2025-12-20T21:05:42.740345,10.32,0.81
2025-12-20T21:05:42.791239,10.27,0.8
2025-12-20T21:05:42.842245,10.24,0.8
2025-12-20T21:05:42.893219,10.19,0.8
2025-12-20T21:05:42.944624,10.16,0.8
2025-12-20T21:05:42.995835,10.11,0.8
2025-12-20T21:05:43.047205,10.08,0.81
2025-12-20T21:05:43.098111,10.03,0.82
2025-12-20T21:05:43.149321,9.99,0.82
2025-12-20T21:05:43.199995,9.94,0.82
2025-12-20T21:05:43.250975,9.89,0.83
2025-12-20T21:05:43.302231,9.86,0.83
2025-12-20T21:05:43.353087,9.82,0.83
2025-12-20T21:05:43.405008,9.78,0.84
2025-12-20T21:05:43.456024,9.73,0.84
2025-12-20T21:05:43.507303,9.69,0.85
2025-12-20T21:05:43.557950,9.65,0.85
2025-12-20T21:05:43.609981,9.61,0.86
2025-12-20T21:05:43.661021,9.56,0.86
2025-12-20T21:05:43.712463,9.51,0.87
2025-12-20T21:05:43.763338,9.47,0.87
2025-12-20T21:05:43.814469,9.42,0.88
2025-12-20T21:05:43.865700,9.38,0.88
2025-12-20T21:05:43.916886,9.34,0.88
2025-12-20T21:05:43.968250,9.3,0.89
2025-12-20T21:05:44.019233,9.24,0.89
2025-12-20T21:05:44.069975,9.21,0.9
2025-12-20T21:05:44.121121,9.16,0.9
2025-12-20T21:05:44.171723,9.1,0.91
2025-12-20T21:05:44.223198,9.07,0.91
2025-12-20T21:05:44.274627,9.02,0.91
2025-12-20T21:05:44.325819,8.98,0.92
2025-12-20T21:05:44.376893,8.92,0.92
2025-12-20T21:05:44.428033,8.89,0.92
2025-12-20T21:05:44.478968,8.84,0.92
2025-12-20T21:05:44.530448,8.78,0.93
2025-12-20T21:05:44.581933,8.74,0.93
2025-12-20T21:05:44.632637,8.69,0.94
2025-12-20T21:05:44.684903,8.66,0.94
2025-12-20T21:05:44.735600,8.6,0.94
2025-12-20T21:05:44.786812,8.56,0.95
2025-12-20T21:05:44.838002,8.51,0.95
2025-12-20T21:05:44.890069,8.47,0.95
2025-12-20T21:05:44.941094,8.42,0.96
2025-12-20T21:05:44.992115,8.36,0.96
2025-12-20T21:05:45.043201,8.33,0.96
2025-12-20T21:05:45.094190,8.27,0.96
2025-12-20T21:05:45.145722,8.23,0.97
2025-12-20T21:05:45.197302,8.18,0.97
2025-12-20T21:05:45.248273,8.14,0.97
2025-12-20T21:05:45.299150,8.08,0.97
2025-12-20T21:05:45.350132,8.05,0.97
2025-12-20T21:05:45.401246,7.99,0.98
