timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-20T18:00:57.129904,MC_CLIMB,0.0,0.03,0.01,-0.06,0.05,89.49
2026-01-20T18:00:57.230919,MC_CLIMB,-0.0,0.03,0.01,-0.06,0.06,89.47
2026-01-20T18:00:57.331085,MC_CLIMB,-0.0,0.03,0.01,-0.07,0.08,89.45
2026-01-20T18:00:57.432071,MC_CLIMB,-0.0,0.03,0.01,-0.07,0.07,89.43
2026-01-20T18:00:57.532805,MC_CLIMB,-0.0,0.03,0.0,-0.06,0.06,89.44
2026-01-20T18:00:57.632953,MC_CLIMB,-0.01,0.03,0.0,-0.07,0.06,89.44
2026-01-20T18:00:57.734112,MC_CLIMB,-0.0,0.03,0.0,-0.1,0.05,89.43
2026-01-20T18:00:57.834856,MC_CLIMB,-0.0,0.03,0.0,-0.13,0.03,89.4
2026-01-20T18:00:57.935982,MC_CLIMB,-0.0,0.03,0.0,-0.14,0.04,89.39
2026-01-20T18:00:58.037143,MC_CLIMB,-0.0,0.02,0.0,-0.12,0.05,89.38
2026-01-20T18:00:58.137724,MC_CLIMB,-0.0,0.02,0.0,-0.11,0.03,89.39
2026-01-20T18:00:58.237803,MC_CLIMB,0.0,0.02,0.0,-0.11,0.03,89.36
2026-01-20T18:00:58.338763,MC_CLIMB,0.0,0.02,0.0,-0.12,0.05,89.36
2026-01-20T18:00:58.439699,MC_CLIMB,0.0,0.02,0.0,-0.1,0.07,89.36
2026-01-20T18:00:58.539897,MC_CLIMB,0.0,0.01,0.0,-0.11,0.06,89.35
2026-01-20T18:00:58.640707,MC_CLIMB,0.0,0.01,0.0,-0.1,0.04,89.35
2026-01-20T18:00:58.740961,MC_CLIMB,0.01,0.01,0.0,-0.08,0.04,89.36
2026-01-20T18:00:58.841979,MC_CLIMB,0.0,0.01,0.0,-0.07,0.04,89.39
2026-01-20T18:00:58.942994,MC_CLIMB,0.01,0.01,0.0,-0.08,0.08,89.39
2026-01-20T18:00:59.043932,MC_CLIMB,0.01,0.01,0.01,-0.1,0.08,89.37
2026-01-20T18:00:59.144877,MC_CLIMB,0.01,0.01,0.01,-0.08,0.07,89.39
2026-01-20T18:00:59.245883,MC_CLIMB,0.01,0.01,0.01,-0.06,0.07,89.38
2026-01-20T18:00:59.346030,MC_CLIMB,0.01,0.01,0.02,-0.07,0.06,89.4
2026-01-20T18:00:59.447058,MC_CLIMB,0.02,0.01,0.01,-0.1,0.07,89.38
2026-01-20T18:00:59.547997,MC_CLIMB,0.02,0.01,0.01,-0.14,0.08,89.36
2026-01-20T18:00:59.648159,MC_CLIMB,0.02,0.01,0.01,-0.14,0.06,89.37
2026-01-20T18:00:59.749145,MC_CLIMB,0.02,0.01,0.01,-0.14,0.05,89.34
2026-01-20T18:00:59.850005,MC_CLIMB,0.02,0.01,0.02,-0.12,0.05,89.36
2026-01-20T18:00:59.951015,MC_CLIMB,0.02,0.02,0.01,-0.12,0.05,89.37
2026-01-20T18:01:00.052044,MC_CLIMB,0.02,0.01,0.02,-0.12,0.07,89.37
2026-01-20T18:01:00.153099,MC_CLIMB,0.02,0.01,0.02,-0.12,0.07,89.37
2026-01-20T18:01:00.253335,MC_CLIMB,0.02,0.01,0.02,-0.14,0.08,89.37
2026-01-20T18:01:00.354500,MC_CLIMB,0.02,0.02,0.02,-0.13,0.08,89.36
2026-01-20T18:01:00.455675,MC_CLIMB,0.02,0.02,0.02,-0.12,0.1,89.33
2026-01-20T18:01:00.555871,MC_CLIMB,0.03,0.0,0.03,-0.1,0.1,89.32
2026-01-20T18:01:00.656709,MC_CLIMB,0.03,-0.05,0.03,0.15,0.03,89.32
2026-01-20T18:01:00.756879,MC_CLIMB,0.04,-0.11,0.02,0.46,-0.06,89.32
2026-01-20T18:01:00.857424,MC_CLIMB,0.06,-0.18,0.02,0.58,-0.13,89.32
2026-01-20T18:01:00.957552,MC_CLIMB,0.08,-0.25,0.01,0.57,-0.12,89.33
2026-01-20T18:01:01.058426,MC_CLIMB,0.12,-0.33,0.02,0.45,-0.15,89.34
2026-01-20T18:01:01.159258,MC_CLIMB,0.15,-0.4,0.02,0.33,-0.12,89.29
2026-01-20T18:01:01.259406,MC_CLIMB,0.2,-0.55,0.03,0.25,-0.15,89.29
2026-01-20T18:01:01.360431,MC_CLIMB,0.27,-0.64,0.04,0.08,-0.09,89.31
2026-01-20T18:01:01.461675,MC_CLIMB,0.33,-0.71,0.04,-0.06,-0.08,89.31
2026-01-20T18:01:01.562442,MC_CLIMB,0.41,-0.77,0.04,-0.14,-0.05,89.3
2026-01-20T18:01:01.662925,MC_CLIMB,0.49,-0.82,0.03,-0.25,-0.05,89.32
2026-01-20T18:01:01.763427,MC_CLIMB,0.57,-0.88,0.03,-0.3,-0.04,89.32
2026-01-20T18:01:01.864255,MC_CLIMB,0.66,-0.94,0.03,-0.35,-0.01,89.3
2026-01-20T18:01:01.964712,MC_CLIMB,0.75,-0.99,0.02,-0.4,0.04,89.31
2026-01-20T18:01:02.065713,MC_CLIMB,0.86,-1.05,0.01,-0.42,0.14,89.3
2026-01-20T18:01:02.166731,MC_CLIMB,0.96,-1.1,0.01,-0.46,0.23,89.32
2026-01-20T18:01:02.267421,MC_CLIMB,1.08,-1.16,0.0,-0.51,0.31,89.31
2026-01-20T18:01:02.367706,MC_CLIMB,1.2,-1.22,0.0,-0.54,0.32,89.29
2026-01-20T18:01:02.468834,MC_CLIMB,1.33,-1.27,0.0,-0.52,0.33,89.27
2026-01-20T18:01:02.569916,MC_CLIMB,1.45,-1.32,0.01,-0.5,0.33,89.26
2026-01-20T18:01:02.670518,MC_CLIMB,1.59,-1.34,0.01,-0.47,0.26,89.28
2026-01-20T18:01:02.771395,MC_CLIMB,1.72,-1.31,0.03,-0.46,0.25,89.25
2026-01-20T18:01:02.872447,MC_CLIMB,1.86,-1.3,0.04,-0.43,0.18,91.21
2026-01-20T18:01:02.973204,MC_CLIMB,1.98,-1.31,0.04,-0.38,0.2,91.24
2026-01-20T18:01:03.074099,MC_CLIMB,2.12,-1.32,0.04,-0.36,0.18,91.28
2026-01-20T18:01:03.175060,MC_CLIMB,2.24,-1.33,0.04,-0.29,0.2,91.34
