time,altitude_m,v_down_m_s
2026-01-09T14:25:36.172366,12.53,1.71
2026-01-09T14:25:36.223829,12.45,1.68
2026-01-09T14:25:36.276165,12.34,1.64
2026-01-09T14:25:36.327282,12.25,1.61
2026-01-09T14:25:36.378773,12.17,1.58
2026-01-09T14:25:36.430458,12.08,1.55
2026-01-09T14:25:36.482877,12.01,1.53
2026-01-09T14:25:36.534582,11.92,1.49
2026-01-09T14:25:36.586364,11.82,1.44
2026-01-09T14:25:36.638473,11.76,1.42
2026-01-09T14:25:36.690641,11.68,1.38
2026-01-09T14:25:36.742686,11.62,1.36
2026-01-09T14:25:36.794263,11.53,1.31
2026-01-09T14:25:36.846209,11.47,1.29
2026-01-09T14:25:36.898266,11.4,1.26
2026-01-09T14:25:36.950114,11.31,1.22
2026-01-09T14:25:37.001761,11.26,1.2
2026-01-09T14:25:37.053375,11.19,1.16
2026-01-09T14:25:37.106360,11.14,1.14
2026-01-09T14:25:37.158464,11.06,1.1
2026-01-09T14:25:37.209876,10.99,1.07
2026-01-09T14:25:37.261905,10.95,1.05
2026-01-09T14:25:37.313922,10.88,1.02
2026-01-09T14:25:37.366422,10.83,1.0
2026-01-09T14:25:37.417868,10.77,0.97
2026-01-09T14:25:37.469321,10.71,0.94
2026-01-09T14:25:37.521878,10.67,0.93
2026-01-09T14:25:37.573877,10.61,0.9
2026-01-09T14:25:37.626644,10.58,0.88
2026-01-09T14:25:37.678804,10.52,0.86
2026-01-09T14:25:37.730515,10.47,0.84
2026-01-09T14:25:37.782305,10.43,0.83
2026-01-09T14:25:37.834563,10.37,0.81
2026-01-09T14:25:37.886256,10.34,0.8
2026-01-09T14:25:37.937889,10.29,0.8
2026-01-09T14:25:37.989347,10.24,0.79
2026-01-09T14:25:38.041376,10.2,0.8
2026-01-09T14:25:38.093283,10.15,0.8
2026-01-09T14:25:38.144614,10.12,0.8
2026-01-09T14:25:38.197786,10.06,0.81
2026-01-09T14:25:38.249383,10.02,0.81
2026-01-09T14:25:38.301396,9.98,0.81
2026-01-09T14:25:38.353494,9.93,0.82
2026-01-09T14:25:38.406708,9.89,0.82
2026-01-09T14:25:38.458385,9.84,0.82
2026-01-09T14:25:38.509823,9.79,0.82
2026-01-09T14:25:38.561522,9.76,0.83
2026-01-09T14:25:38.613634,9.71,0.83
2026-01-09T14:25:38.666687,9.67,0.83
2026-01-09T14:25:38.718059,9.62,0.84
2026-01-09T14:25:38.770732,9.57,0.84
2026-01-09T14:25:38.823167,9.54,0.85
2026-01-09T14:25:38.875511,9.48,0.85
2026-01-09T14:25:38.928112,9.45,0.86
2026-01-09T14:25:38.980440,9.4,0.86
2026-01-09T14:25:39.032452,9.35,0.87
2026-01-09T14:25:39.084316,9.31,0.87
2026-01-09T14:25:39.136286,9.26,0.88
2026-01-09T14:25:39.188303,9.21,0.88
2026-01-09T14:25:39.240054,9.17,0.89
2026-01-09T14:25:39.292341,9.12,0.89
2026-01-09T14:25:39.344225,9.09,0.9
2026-01-09T14:25:39.396166,9.03,0.9
2026-01-09T14:25:39.448373,8.99,0.9
2026-01-09T14:25:39.500722,8.94,0.91
2026-01-09T14:25:39.552688,8.89,0.91
2026-01-09T14:25:39.604949,8.85,0.92
2026-01-09T14:25:39.657378,8.8,0.92
2026-01-09T14:25:39.709734,8.74,0.92
2026-01-09T14:25:39.761445,8.71,0.92
2026-01-09T14:25:39.813550,8.66,0.92
2026-01-09T14:25:39.865548,8.62,0.93
2026-01-09T14:25:39.917817,8.57,0.93
2026-01-09T14:25:39.970053,8.52,0.94
2026-01-09T14:25:40.022560,8.48,0.94
2026-01-09T14:25:40.074377,8.42,0.95
2026-01-09T14:25:40.126435,8.39,0.95
2026-01-09T14:25:40.178325,8.33,0.95
2026-01-09T14:25:40.230456,8.27,0.96
2026-01-09T14:25:40.282507,8.24,0.96
2026-01-09T14:25:40.334873,8.19,0.96
2026-01-09T14:25:40.386665,8.15,0.96
2026-01-09T14:25:40.438913,8.09,0.96
2026-01-09T14:25:40.491017,8.04,0.97
2026-01-09T14:25:40.542939,8.0,0.97
