time,altitude_m,v_down_m_s
2026-01-09T14:25:30.187203,40.98,-0.02
2026-01-09T14:25:30.238868,40.98,-0.02
2026-01-09T14:25:30.292632,40.98,0.32
2026-01-09T14:25:30.344855,40.94,0.84
2026-01-09T14:25:30.397005,40.9,1.18
2026-01-09T14:25:30.448753,40.82,1.67
2026-01-09T14:25:30.501719,40.75,2.02
2026-01-09T14:25:30.553513,40.61,2.54
2026-01-09T14:25:30.605375,40.46,2.96
2026-01-09T14:25:30.657836,40.34,3.25
2026-01-09T14:25:30.709706,40.13,3.73
2026-01-09T14:25:30.762237,39.99,4.04
2026-01-09T14:25:30.814028,39.73,4.54
2026-01-09T14:25:30.865526,39.47,4.98
2026-01-09T14:25:30.917658,39.28,5.3
2026-01-09T14:25:30.969902,38.99,5.75
2026-01-09T14:25:31.021974,38.72,6.13
2026-01-09T14:25:31.073708,38.37,6.59
2026-01-09T14:25:31.125672,38.0,6.98
2026-01-09T14:25:31.177571,37.72,7.2
2026-01-09T14:25:31.230039,37.26,7.43
2026-01-09T14:25:31.281768,36.98,7.5
2026-01-09T14:25:31.334030,36.57,7.55
2026-01-09T14:25:31.386217,36.11,7.6
2026-01-09T14:25:31.438367,35.81,7.63
2026-01-09T14:25:31.490341,35.4,7.66
2026-01-09T14:25:31.542172,35.05,7.68
2026-01-09T14:25:31.594770,34.63,7.7
2026-01-09T14:25:31.647080,34.15,7.73
2026-01-09T14:25:31.698853,33.85,7.74
2026-01-09T14:25:31.750829,33.43,7.75
2026-01-09T14:25:31.802392,33.12,7.76
2026-01-09T14:25:31.854304,32.7,7.78
2026-01-09T14:25:31.905861,32.21,7.78
2026-01-09T14:25:31.957435,31.91,7.79
2026-01-09T14:25:32.009692,31.48,7.8
2026-01-09T14:25:32.062861,31.17,7.81
2026-01-09T14:25:32.114963,30.68,7.81
2026-01-09T14:25:32.166328,30.25,7.82
2026-01-09T14:25:32.218506,29.88,7.82
2026-01-09T14:25:32.270127,29.44,7.83
2026-01-09T14:25:32.322652,29.13,7.83
2026-01-09T14:25:32.374722,28.63,7.83
2026-01-09T14:25:32.426916,28.2,7.83
2026-01-09T14:25:32.478226,27.89,7.83
2026-01-09T14:25:32.529951,27.45,7.83
2026-01-09T14:25:32.582609,27.14,7.83
2026-01-09T14:25:32.634432,26.64,7.74
2026-01-09T14:25:32.686512,26.22,7.62
2026-01-09T14:25:32.738602,25.91,7.51
2026-01-09T14:25:32.790314,25.44,7.29
2026-01-09T14:25:32.843214,25.15,7.15
2026-01-09T14:25:32.895694,24.7,6.92
2026-01-09T14:25:32.947430,24.32,6.75
2026-01-09T14:25:32.999498,24.05,6.62
2026-01-09T14:25:33.051652,23.69,6.44
2026-01-09T14:25:33.104259,23.43,6.32
2026-01-09T14:25:33.156713,23.02,6.13
2026-01-09T14:25:33.208825,22.63,5.96
2026-01-09T14:25:33.260436,22.44,5.87
2026-01-09T14:25:33.313025,22.06,5.68
2026-01-09T14:25:33.364448,21.69,5.5
2026-01-09T14:25:33.415850,21.52,5.41
2026-01-09T14:25:33.467315,21.17,5.24
2026-01-09T14:25:33.519618,20.95,5.15
2026-01-09T14:25:33.571493,20.62,4.99
2026-01-09T14:25:33.623522,20.42,4.89
2026-01-09T14:25:33.675335,20.14,4.75
2026-01-09T14:25:33.727195,19.87,4.63
2026-01-09T14:25:33.779445,19.69,4.55
2026-01-09T14:25:33.831129,19.39,4.42
2026-01-09T14:25:33.883190,19.21,4.33
2026-01-09T14:25:33.935028,18.96,4.23
2026-01-09T14:25:33.987472,18.69,4.1
2026-01-09T14:25:34.039593,18.52,4.03
2026-01-09T14:25:34.091554,18.29,3.91
2026-01-09T14:25:34.143442,18.13,3.84
2026-01-09T14:25:34.195476,17.88,3.73
2026-01-09T14:25:34.247220,17.66,3.64
2026-01-09T14:25:34.300170,17.48,3.56
2026-01-09T14:25:34.352695,17.27,3.46
2026-01-09T14:25:34.405043,17.13,3.39
2026-01-09T14:25:34.457294,16.93,3.29
2026-01-09T14:25:34.508592,16.71,3.2
2026-01-09T14:25:34.560550,16.58,3.15
2026-01-09T14:25:34.612589,16.37,3.07
2026-01-09T14:25:34.665092,16.24,3.03
2026-01-09T14:25:34.716307,16.06,2.97
2026-01-09T14:25:34.768543,15.89,2.92
2026-01-09T14:25:34.820752,15.77,2.87
2026-01-09T14:25:34.872431,15.58,2.81
2026-01-09T14:25:34.925336,15.46,2.77
2026-01-09T14:25:34.977649,15.28,2.7
2026-01-09T14:25:35.029489,15.13,2.65
2026-01-09T14:25:35.081404,15.02,2.61
2026-01-09T14:25:35.133358,14.86,2.56
2026-01-09T14:25:35.185112,14.76,2.52
2026-01-09T14:25:35.237378,14.59,2.47
2026-01-09T14:25:35.288908,14.44,2.42
2026-01-09T14:25:35.340408,14.34,2.39
2026-01-09T14:25:35.392586,14.18,2.33
2026-01-09T14:25:35.445340,14.09,2.29
2026-01-09T14:25:35.497392,13.95,2.24
2026-01-09T14:25:35.549332,13.8,2.19
2026-01-09T14:25:35.601130,13.71,2.16
2026-01-09T14:25:35.653038,13.56,2.1
2026-01-09T14:25:35.705417,13.47,2.06
2026-01-09T14:25:35.757299,13.35,2.02
2026-01-09T14:25:35.809591,13.22,1.97
2026-01-09T14:25:35.861428,13.15,1.94
2026-01-09T14:25:35.913485,13.02,1.89
2026-01-09T14:25:35.965191,12.94,1.86
2026-01-09T14:25:36.016612,12.83,1.82
2026-01-09T14:25:36.068073,12.71,1.78
2026-01-09T14:25:36.120508,12.63,1.76
