timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,total_speed_m_s,roll_deg,pitch_deg,yaw_deg,loiter_time_s,target_distance_m,dive_distance_m,dive_time_s
2026-01-20T15:36:16.121846,CLIMB,0.0,-0.01,0.01,0.01,-0.0,0.09,90.6,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.222066,CLIMB,0.0,-0.01,0.01,0.02,-0.01,0.06,90.6,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.322287,CLIMB,0.0,-0.01,0.01,0.02,-0.01,0.04,90.61,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.423402,CLIMB,0.0,-0.01,0.01,0.01,-0.04,0.02,90.64,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.524357,CLIMB,0.01,-0.01,0.0,0.01,-0.06,0.03,90.61,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.624707,CLIMB,0.01,-0.02,0.0,0.02,-0.06,0.02,90.59,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.725621,CLIMB,0.01,-0.01,0.0,0.01,-0.06,0.02,90.59,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.826621,CLIMB,0.01,-0.01,0.0,0.01,-0.02,0.01,90.6,0.0,0.0,0.0,0.0
2026-01-20T15:36:16.927268,CLIMB,0.01,-0.02,0.0,0.02,-0.03,0.01,90.59,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.028284,CLIMB,0.02,-0.01,0.0,0.01,-0.02,0.01,90.61,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.129049,CLIMB,0.02,-0.01,0.22,0.22,-0.03,0.01,90.61,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.229797,CLIMB,0.02,-0.01,0.68,0.68,-0.05,0.01,90.6,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.330322,CLIMB,0.02,-0.01,1.42,1.42,-0.07,0.01,90.6,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.431276,CLIMB,0.0,-0.02,2.54,2.54,-0.08,-0.0,90.63,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.531615,CLIMB,0.0,-0.02,3.88,3.88,-0.03,0.12,90.76,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.632342,CLIMB,0.01,-0.08,5.74,5.74,0.01,-0.31,91.92,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.733174,CLIMB,0.02,-0.1,7.62,7.62,0.02,-1.53,94.24,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.833572,CLIMB,0.03,-0.09,9.7,9.7,0.06,-2.12,96.84,0.0,0.0,0.0,0.0
2026-01-20T15:36:17.933869,CLIMB,0.04,-0.1,12.03,12.03,0.09,-2.38,97.86,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.034829,CLIMB,0.05,-0.12,13.73,13.73,0.08,-2.51,97.44,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.135401,CLIMB,0.07,-0.14,15.46,15.46,0.08,-2.56,96.72,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.236536,CLIMB,0.08,-0.18,16.91,16.91,0.08,-2.62,96.08,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.337644,CLIMB,0.13,-0.24,17.82,17.82,0.16,-2.4,95.27,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.438601,CLIMB,0.18,-0.35,18.53,18.53,0.23,-2.03,94.33,0.0,0.0,0.0,0.0
2026-01-20T15:36:18.539384,CLIMB,0.24,-0.4,19.19,19.19,0.26,-1.7,93.21,0.0,0.0,0.0,0.0
