timestamp,phase,altitude_m,vn_m_s,ve_m_s,vd_m_s,climb_rate_m_s,climb_rate_avg_m_s,dist_to_target_m,hit_flag,abort_reason
2026-02-11T17:20:29.181399,TAKEOFF,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.281801,TAKEOFF,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.382714,TAKEOFF,0.001,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.483753,TAKEOFF,0.002,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.584782,TAKEOFF,0.003,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.685448,TAKEOFF,0.003,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.786296,TAKEOFF,0.004,0.0,-0.05,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.886778,TAKEOFF,0.004,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:29.987217,TAKEOFF,0.004,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:30.088295,TAKEOFF,0.003,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:30.189359,TAKEOFF,0.002,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:30.289994,TAKEOFF,0.002,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:30.390979,TAKEOFF,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0,
2026-02-11T17:20:30.491794,TAKEOFF,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0,
