timestamp,alt,lat,lon,v_down
16:39:44.260152,29.29,47.3975423,8.545606,15.26
16:39:44.280386,28.94,47.397542099999995,8.5456059,15.4
16:39:44.300255,28.71,47.397542,8.5456059,15.62
16:39:44.320197,28.35,47.3975418,8.5456059,15.76
16:39:44.340150,28.1,47.3975417,8.545605799999999,15.98
16:39:44.360178,27.73,47.397541499999996,8.545605799999999,16.12
16:39:44.380290,27.48,47.397541399999994,8.5456057,16.34
16:39:44.400371,27.1,47.3975413,8.5456057,16.56
16:39:44.420316,26.71,47.3975411,8.5456056,16.7
16:39:44.441100,26.45,47.397540899999996,8.5456056,16.84
16:39:44.461506,26.19,47.397540799999994,8.545605499999999,17.04
16:39:44.481439,25.79,47.3975406,8.545605499999999,17.16
16:39:44.501408,25.53,47.3975405,8.5456054,17.34
16:39:44.521245,25.13,47.397540299999996,8.5456054,17.46
16:39:44.541243,24.86,47.397540199999995,8.5456053,17.62
16:39:44.561658,24.45,47.3975399,8.5456053,17.78
16:39:44.582031,24.03,47.397539699999996,8.545605199999999,17.87
16:39:44.602020,23.75,47.397539599999995,8.5456051,17.96
16:39:44.621694,23.47,47.3975394,8.5456051,18.09
16:39:44.641689,23.05,47.397539099999996,8.545605,18.21
16:39:44.661626,22.62,47.3975389,8.545604899999999,18.29
16:39:44.681645,22.33,47.3975387,8.545604899999999,18.4
16:39:44.701550,21.91,47.397538399999995,8.5456048,18.46
16:39:44.721350,21.62,47.3975382,8.5456047,18.56
16:39:44.741214,21.19,47.397537899999996,8.545604599999999,18.62
16:39:44.761227,20.9,47.3975377,8.5456045,18.68
16:39:44.781724,20.61,47.3975374,8.5456044,18.77
16:39:44.801338,20.17,47.3975371,8.545604299999999,18.83
16:39:44.821339,19.87,47.3975368,8.545604299999999,18.91
16:39:44.841377,19.43,47.3975365,8.5456042,18.96
16:39:44.861368,19.13,47.3975362,8.5456041,19.05
16:39:44.881790,18.68,47.3975358,8.545603999999999,19.11
16:39:44.901522,18.38,47.3975356,8.5456039,19.2
16:39:44.921304,17.93,47.3975352,8.5456038,19.26
16:39:44.947786,17.62,47.3975349,8.5456037,19.36
16:39:44.961284,17.16,47.3975345,8.5456035,19.43
16:39:44.981359,16.86,47.397534199999996,8.5456035,19.53
16:39:45.001918,16.39,47.3975337,8.5456033,19.64
16:39:45.021166,15.93,47.3975333,8.5456032,19.71
16:39:45.041202,15.62,47.397532999999996,8.5456031,19.78
16:39:45.061269,15.31,47.3975327,8.545603,19.89
16:39:45.081385,14.84,47.3975322,8.5456029,19.96
16:39:45.101374,14.53,47.3975319,8.5456028,20.07
16:39:45.121224,14.05,47.3975314,8.5456026,20.15
16:39:45.141803,13.74,47.397531099999995,8.5456025,20.28
16:39:45.161351,13.26,47.397530599999996,8.5456024,20.4
16:39:45.181176,12.77,47.3975301,8.545602299999999,20.49
16:39:45.202959,12.45,47.3975297,8.5456022,20.61
16:39:45.221337,11.96,47.3975292,8.545601999999999,20.7
16:39:45.246933,11.64,47.3975289,8.5456019,20.78
16:39:45.261499,11.31,47.3975285,8.5456018,20.91
16:39:45.281692,10.82,47.397528,8.5456016,21.04
16:39:45.301735,10.32,47.3975274,8.5456015,21.13
16:39:45.321772,9.99,47.3975271,8.545601399999999,21.22
16:39:45.341864,9.66,47.3975267,8.5456012,21.37
16:39:45.361605,9.15,47.397526199999994,8.545601099999999,21.52
16:39:45.381642,8.65,47.397525599999994,8.5456009,21.62
16:39:45.401658,8.31,47.3975252,8.545600799999999,21.77
16:39:45.421859,7.79,47.3975247,8.5456007,21.87
16:39:45.441467,7.44,47.3975243,8.545600499999999,22.02
16:39:45.461590,6.93,47.397523799999995,8.5456004,22.13
