time,altitude_m,v_down_m_s
2025-12-20T21:06:45.061792,41.05,-0.02
2025-12-20T21:06:45.114170,41.06,-0.02
2025-12-20T21:06:45.165425,41.05,0.28
2025-12-20T21:06:45.216842,41.03,0.74
2025-12-20T21:06:45.269547,40.98,1.15
2025-12-20T21:06:45.321487,40.9,1.64
2025-12-20T21:06:45.372679,40.83,1.99
2025-12-20T21:06:45.425232,40.71,2.44
2025-12-20T21:06:45.476482,40.55,2.93
2025-12-20T21:06:45.527557,40.43,3.23
2025-12-20T21:06:45.578430,40.25,3.64
2025-12-20T21:06:45.629438,40.1,3.95
2025-12-20T21:06:45.680343,39.85,4.45
2025-12-20T21:06:45.731340,39.67,4.76
2025-12-20T21:06:45.782187,39.41,5.21
2025-12-20T21:06:45.834830,39.2,5.53
2025-12-20T21:06:45.886390,38.85,6.05
2025-12-20T21:06:45.937244,38.51,6.51
2025-12-20T21:06:45.989586,38.26,6.81
2025-12-20T21:06:46.040534,37.82,7.18
2025-12-20T21:06:46.091532,37.55,7.34
2025-12-20T21:06:46.142863,37.16,7.48
2025-12-20T21:06:46.194870,36.87,7.53
2025-12-20T21:06:46.246441,36.4,7.59
2025-12-20T21:06:46.297330,36.0,7.63
2025-12-20T21:06:46.349347,35.7,7.66
2025-12-20T21:06:46.400452,35.23,7.69
2025-12-20T21:06:46.451334,34.93,7.71
2025-12-20T21:06:46.502791,34.52,7.73
2025-12-20T21:06:46.554778,34.22,7.75
2025-12-20T21:06:46.606285,33.73,7.76
2025-12-20T21:06:46.657977,33.31,7.78
2025-12-20T21:06:46.710196,33.0,7.79
2025-12-20T21:06:46.762024,32.51,7.8
2025-12-20T21:06:46.814063,32.2,7.8
2025-12-20T21:06:46.865075,31.77,7.81
2025-12-20T21:06:46.916450,31.47,7.81
2025-12-20T21:06:46.967335,30.97,7.81
2025-12-20T21:06:47.018379,30.54,7.82
2025-12-20T21:06:47.069436,30.23,7.82
2025-12-20T21:06:47.120488,29.73,7.82
2025-12-20T21:06:47.171277,29.42,7.82
2025-12-20T21:06:47.221988,28.93,7.82
2025-12-20T21:06:47.272699,28.68,7.82
2025-12-20T21:06:47.323890,28.18,7.82
2025-12-20T21:06:47.375715,27.87,7.82
2025-12-20T21:06:47.426623,27.37,7.82
2025-12-20T21:06:47.477376,26.94,7.79
2025-12-20T21:06:47.528674,26.63,7.72
2025-12-20T21:06:47.579515,26.2,7.56
2025-12-20T21:06:47.630326,25.91,7.45
2025-12-20T21:06:47.681023,25.44,7.23
2025-12-20T21:06:47.732034,25.15,7.11
2025-12-20T21:06:47.782965,24.76,6.92
2025-12-20T21:06:47.834869,24.48,6.8
2025-12-20T21:06:47.886027,24.05,6.6
2025-12-20T21:06:47.937115,23.69,6.44
2025-12-20T21:06:47.987911,23.43,6.32
2025-12-20T21:06:48.039356,23.03,6.12
2025-12-20T21:06:48.090557,22.79,6.01
2025-12-20T21:06:48.142009,22.4,5.83
2025-12-20T21:06:48.193106,22.22,5.74
2025-12-20T21:06:48.244567,21.85,5.55
2025-12-20T21:06:48.296644,21.63,5.46
2025-12-20T21:06:48.347540,21.28,5.3
2025-12-20T21:06:48.399084,20.98,5.16
2025-12-20T21:06:48.451161,20.77,5.06
2025-12-20T21:06:48.502201,20.48,4.93
2025-12-20T21:06:48.553008,20.24,4.82
2025-12-20T21:06:48.603984,19.97,4.7
2025-12-20T21:06:48.656289,19.78,4.6
2025-12-20T21:06:48.707084,19.52,4.47
2025-12-20T21:06:48.758479,19.23,4.35
2025-12-20T21:06:48.809404,19.05,4.27
2025-12-20T21:06:48.860928,18.77,4.13
2025-12-20T21:06:48.912022,18.64,4.07
2025-12-20T21:06:48.962697,18.37,3.95
2025-12-20T21:06:49.014024,18.21,3.87
2025-12-20T21:06:49.065472,17.99,3.77
2025-12-20T21:06:49.117202,17.83,3.7
2025-12-20T21:06:49.168032,17.59,3.59
2025-12-20T21:06:49.219024,17.35,3.5
2025-12-20T21:06:49.270161,17.24,3.44
2025-12-20T21:06:49.321269,17.01,3.33
2025-12-20T21:06:49.372302,16.88,3.27
2025-12-20T21:06:49.423397,16.69,3.2
2025-12-20T21:06:49.474582,16.56,3.16
