time,altitude_m,v_down_m_s
2025-12-20T21:06:49.525745,16.35,3.09
2025-12-20T21:06:49.577641,16.23,3.05
2025-12-20T21:06:49.628416,16.05,2.99
2025-12-20T21:06:49.679090,15.85,2.93
2025-12-20T21:06:49.730466,15.73,2.89
2025-12-20T21:06:49.781394,15.54,2.81
2025-12-20T21:06:49.832342,15.45,2.78
2025-12-20T21:06:49.884002,15.26,2.71
2025-12-20T21:06:49.935158,15.15,2.68
2025-12-20T21:06:49.986249,14.99,2.62
2025-12-20T21:06:50.037335,14.86,2.58
2025-12-20T21:06:50.088170,14.71,2.53
2025-12-20T21:06:50.139258,14.56,2.47
2025-12-20T21:06:50.190816,14.46,2.43
2025-12-20T21:06:50.242537,14.3,2.37
2025-12-20T21:06:50.293476,14.2,2.33
2025-12-20T21:06:50.344420,14.06,2.28
2025-12-20T21:06:50.395436,13.96,2.25
2025-12-20T21:06:50.448207,13.81,2.19
2025-12-20T21:06:50.499116,13.68,2.15
2025-12-20T21:06:50.550216,13.6,2.11
2025-12-20T21:06:50.601274,13.46,2.05
2025-12-20T21:06:50.652607,13.37,2.03
2025-12-20T21:06:50.703450,13.25,1.98
2025-12-20T21:06:50.754580,13.15,1.95
2025-12-20T21:06:50.805391,13.04,1.91
2025-12-20T21:06:50.857321,12.96,1.88
2025-12-20T21:06:50.908439,12.85,1.83
2025-12-20T21:06:50.959757,12.72,1.79
2025-12-20T21:06:51.012372,12.65,1.77
2025-12-20T21:06:51.063439,12.55,1.73
2025-12-20T21:06:51.115016,12.47,1.7
2025-12-20T21:06:51.165818,12.35,1.66
2025-12-20T21:06:51.217743,12.28,1.63
2025-12-20T21:06:51.268547,12.17,1.59
2025-12-20T21:06:51.319513,12.08,1.55
2025-12-20T21:06:51.372194,12.01,1.53
2025-12-20T21:06:51.423300,11.92,1.49
2025-12-20T21:06:51.474358,11.85,1.46
2025-12-20T21:06:51.525516,11.76,1.42
2025-12-20T21:06:51.577149,11.7,1.39
2025-12-20T21:06:51.628827,11.61,1.35
2025-12-20T21:06:51.680439,11.52,1.31
2025-12-20T21:06:51.732680,11.46,1.28
2025-12-20T21:06:51.783923,11.39,1.24
2025-12-20T21:06:51.835349,11.33,1.21
2025-12-20T21:06:51.886263,11.25,1.18
2025-12-20T21:06:51.937538,11.2,1.15
2025-12-20T21:06:51.989080,11.14,1.12
2025-12-20T21:06:52.040029,11.06,1.09
2025-12-20T21:06:52.092037,11.01,1.07
2025-12-20T21:06:52.143250,10.95,1.04
2025-12-20T21:06:52.194043,10.9,1.02
2025-12-20T21:06:52.245110,10.83,0.99
2025-12-20T21:06:52.297121,10.79,0.97
2025-12-20T21:06:52.347898,10.73,0.94
2025-12-20T21:06:52.398864,10.66,0.92
2025-12-20T21:06:52.449541,10.62,0.9
2025-12-20T21:06:52.500354,10.56,0.87
2025-12-20T21:06:52.552677,10.53,0.86
2025-12-20T21:06:52.603546,10.47,0.83
2025-12-20T21:06:52.654469,10.43,0.81
2025-12-20T21:06:52.705967,10.38,0.8
2025-12-20T21:06:52.758254,10.35,0.79
2025-12-20T21:06:52.809690,10.29,0.78
2025-12-20T21:06:52.860435,10.24,0.78
2025-12-20T21:06:52.911446,10.2,0.78
2025-12-20T21:06:52.963013,10.15,0.78
2025-12-20T21:06:53.014255,10.12,0.78
2025-12-20T21:06:53.065215,10.07,0.78
2025-12-20T21:06:53.116221,10.03,0.79
2025-12-20T21:06:53.167369,9.99,0.79
2025-12-20T21:06:53.218468,9.95,0.79
2025-12-20T21:06:53.269706,9.91,0.8
2025-12-20T21:06:53.321462,9.85,0.8
2025-12-20T21:06:53.373401,9.82,0.81
2025-12-20T21:06:53.425096,9.77,0.81
2025-12-20T21:06:53.476219,9.74,0.81
2025-12-20T21:06:53.526990,9.68,0.82
2025-12-20T21:06:53.578025,9.65,0.82
2025-12-20T21:06:53.629119,9.6,0.83
2025-12-20T21:06:53.680067,9.54,0.83
2025-12-20T21:06:53.731051,9.51,0.83
2025-12-20T21:06:53.782373,9.45,0.84
2025-12-20T21:06:53.833318,9.42,0.84
2025-12-20T21:06:53.883921,9.37,0.85
2025-12-20T21:06:53.935023,9.33,0.85
2025-12-20T21:06:53.986022,9.28,0.86
2025-12-20T21:06:54.038381,9.25,0.86
2025-12-20T21:06:54.089555,9.19,0.87
2025-12-20T21:06:54.140868,9.14,0.87
2025-12-20T21:06:54.192116,9.11,0.87
2025-12-20T21:06:54.243555,9.05,0.88
2025-12-20T21:06:54.295160,9.01,0.88
2025-12-20T21:06:54.345842,8.96,0.89
2025-12-20T21:06:54.396844,8.93,0.89
2025-12-20T21:06:54.447679,8.87,0.89
2025-12-20T21:06:54.499030,8.83,0.89
2025-12-20T21:06:54.550528,8.78,0.9
2025-12-20T21:06:54.601658,8.73,0.9
2025-12-20T21:06:54.653538,8.69,0.91
2025-12-20T21:06:54.704669,8.64,0.91
2025-12-20T21:06:54.755250,8.6,0.91
2025-12-20T21:06:54.806388,8.55,0.92
2025-12-20T21:06:54.858592,8.51,0.92
2025-12-20T21:06:54.909674,8.45,0.92
2025-12-20T21:06:54.960397,8.4,0.93
2025-12-20T21:06:55.011216,8.36,0.93
2025-12-20T21:06:55.062486,8.31,0.93
2025-12-20T21:06:55.113426,8.27,0.93
2025-12-20T21:06:55.164294,8.22,0.93
2025-12-20T21:06:55.215399,8.18,0.94
2025-12-20T21:06:55.266512,8.13,0.94
2025-12-20T21:06:55.318395,8.09,0.94
2025-12-20T21:06:55.369862,8.03,0.95
2025-12-20T21:06:55.420474,7.97,0.95
