timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-20T16:41:55.075762,CLIMB,0.0,-0.01,0.02,-0.06,0.04,90.8
2026-01-20T16:41:55.176170,CLIMB,0.0,0.0,0.01,-0.03,0.05,90.82
2026-01-20T16:41:55.276577,CLIMB,0.0,-0.01,0.01,-0.03,0.08,90.84
2026-01-20T16:41:55.377679,CLIMB,0.0,0.0,0.02,-0.02,0.09,90.84
2026-01-20T16:41:55.478172,CLIMB,0.0,0.0,0.01,-0.02,0.11,90.86
2026-01-20T16:41:55.578719,CLIMB,0.0,-0.01,0.01,-0.0,0.11,90.85
2026-01-20T16:41:55.679677,CLIMB,0.0,-0.01,0.01,-0.03,0.12,90.86
2026-01-20T16:41:55.780089,CLIMB,0.0,0.0,0.01,-0.04,0.15,90.84
2026-01-20T16:41:55.880918,CLIMB,0.0,-0.01,0.01,-0.05,0.16,90.84
2026-01-20T16:41:55.981775,CLIMB,0.0,-0.01,0.0,-0.07,0.17,90.82
2026-01-20T16:41:56.082946,CLIMB,0.0,-0.01,0.0,-0.08,0.16,90.81
2026-01-20T16:41:56.183665,CLIMB,0.0,0.0,0.01,-0.05,0.16,90.8
2026-01-20T16:41:56.284484,CLIMB,-0.0,0.0,0.0,-0.06,0.16,90.82
2026-01-20T16:41:56.385883,CLIMB,-0.0,0.0,0.0,-0.04,0.14,90.83
2026-01-20T16:41:56.486629,CLIMB,-0.0,0.0,0.0,-0.07,0.13,90.83
2026-01-20T16:41:56.587916,CLIMB,-0.0,0.0,0.0,-0.09,0.12,90.84
2026-01-20T16:41:56.689020,CLIMB,-0.0,0.0,0.0,-0.11,0.12,90.86
2026-01-20T16:41:56.789381,CLIMB,-0.01,0.0,0.0,-0.12,0.13,90.88
2026-01-20T16:41:56.891395,CLIMB,0.0,0.0,0.01,-0.12,0.13,90.89
2026-01-20T16:41:56.992188,CLIMB,-0.0,0.0,0.0,-0.1,0.12,90.88
2026-01-20T16:41:57.092898,CLIMB,-0.0,0.0,0.0,-0.13,0.12,90.88
2026-01-20T16:41:57.193904,CLIMB,-0.0,0.0,0.0,-0.12,0.11,90.87
2026-01-20T16:41:57.295052,CLIMB,-0.0,0.0,0.01,-0.08,0.1,90.86
2026-01-20T16:41:57.396350,CLIMB,-0.0,0.0,0.01,-0.06,0.09,90.85
2026-01-20T16:41:57.496903,CLIMB,-0.0,0.0,0.01,-0.06,0.1,90.85
2026-01-20T16:41:57.597914,CLIMB,-0.0,0.0,0.0,-0.04,0.11,90.88
2026-01-20T16:41:57.698907,CLIMB,-0.0,0.0,0.01,-0.04,0.14,90.89
2026-01-20T16:41:57.799868,CLIMB,-0.0,0.0,0.01,-0.08,0.12,90.89
2026-01-20T16:41:57.901001,CLIMB,-0.0,0.0,0.0,-0.07,0.12,90.89
2026-01-20T16:41:58.001322,CLIMB,-0.0,0.0,0.0,-0.07,0.12,90.91
2026-01-20T16:41:58.102496,CLIMB,-0.0,0.0,0.0,-0.06,0.12,90.89
2026-01-20T16:41:58.202942,CLIMB,-0.01,0.0,0.01,-0.07,0.11,90.89
2026-01-20T16:41:58.304328,CLIMB,-0.01,0.0,0.01,-0.09,0.11,90.91
2026-01-20T16:41:58.405691,CLIMB,-0.01,0.0,0.01,-0.1,0.12,90.93
