time,altitude_m,v_down_m_s
2025-12-20T21:27:33.261021,41.18,-0.03
2025-12-20T21:27:33.312885,41.19,-0.03
2025-12-20T21:27:33.364305,41.18,0.34
2025-12-20T21:27:33.415346,41.16,0.67
2025-12-20T21:27:33.466750,41.11,1.21
2025-12-20T21:27:33.517734,41.06,1.48
2025-12-20T21:27:33.569062,40.95,2.04
2025-12-20T21:27:33.620838,40.87,2.37
2025-12-20T21:27:33.671726,40.7,2.87
2025-12-20T21:27:33.722761,40.54,3.28
2025-12-20T21:27:33.773619,40.41,3.57
2025-12-20T21:27:33.824453,40.21,4.0
2025-12-20T21:27:33.875349,40.05,4.32
2025-12-20T21:27:33.926511,39.77,4.82
2025-12-20T21:27:33.977611,39.58,5.14
2025-12-20T21:27:34.028486,39.25,5.66
2025-12-20T21:27:34.080779,39.03,5.98
2025-12-20T21:27:34.132120,38.69,6.44
2025-12-20T21:27:34.183204,38.32,6.86
2025-12-20T21:27:34.235368,38.05,7.1
2025-12-20T21:27:34.286814,37.6,7.37
2025-12-20T21:27:34.337722,37.32,7.46
2025-12-20T21:27:34.388823,36.91,7.53
2025-12-20T21:27:34.440391,36.62,7.56
2025-12-20T21:27:34.491515,36.15,7.6
2025-12-20T21:27:34.542810,35.74,7.64
2025-12-20T21:27:34.595496,35.45,7.66
2025-12-20T21:27:34.646531,34.97,7.69
2025-12-20T21:27:34.697485,34.67,7.71
2025-12-20T21:27:34.748744,34.26,7.72
2025-12-20T21:27:34.800916,33.96,7.73
2025-12-20T21:27:34.851764,33.47,7.75
2025-12-20T21:27:34.902822,33.05,7.76
2025-12-20T21:27:34.953778,32.75,7.77
2025-12-20T21:27:35.004483,32.26,7.78
2025-12-20T21:27:35.055602,31.96,7.79
2025-12-20T21:27:35.107084,31.53,7.8
2025-12-20T21:27:35.158774,31.22,7.81
2025-12-20T21:27:35.209822,30.73,7.81
2025-12-20T21:27:35.261480,30.42,7.82
2025-12-20T21:27:35.312243,29.93,7.82
2025-12-20T21:27:35.363243,29.5,7.83
2025-12-20T21:27:35.414270,29.19,7.83
2025-12-20T21:27:35.465061,28.69,7.83
2025-12-20T21:27:35.516015,28.44,7.83
2025-12-20T21:27:35.567436,27.94,7.83
2025-12-20T21:27:35.618036,27.63,7.83
2025-12-20T21:27:35.669644,27.2,7.83
2025-12-20T21:27:35.721313,26.89,7.8
2025-12-20T21:27:35.772862,26.39,7.67
2025-12-20T21:27:35.823959,25.91,7.49
2025-12-20T21:27:35.876724,25.67,7.39
2025-12-20T21:27:35.928697,25.21,7.15
2025-12-20T21:27:35.979652,24.93,7.02
2025-12-20T21:27:36.032200,24.55,6.83
2025-12-20T21:27:36.083693,24.11,6.64
2025-12-20T21:27:36.134411,23.85,6.52
2025-12-20T21:27:36.185315,23.49,6.35
2025-12-20T21:27:36.236510,23.24,6.23
2025-12-20T21:27:36.287126,22.84,6.04
2025-12-20T21:27:36.338065,22.6,5.93
2025-12-20T21:27:36.389384,22.27,5.78
2025-12-20T21:27:36.441173,22.04,5.67
2025-12-20T21:27:36.492720,21.67,5.5
2025-12-20T21:27:36.544380,21.36,5.37
2025-12-20T21:27:36.596395,21.15,5.27
2025-12-20T21:27:36.647422,20.81,5.09
2025-12-20T21:27:36.698922,20.61,5.0
2025-12-20T21:27:36.750747,20.33,4.88
2025-12-20T21:27:36.802421,20.02,4.73
2025-12-20T21:27:36.853670,19.83,4.64
2025-12-20T21:27:36.904582,19.56,4.51
2025-12-20T21:27:36.956809,19.38,4.42
2025-12-20T21:27:37.007681,19.1,4.29
2025-12-20T21:27:37.058564,18.92,4.22
2025-12-20T21:27:37.109811,18.68,4.12
2025-12-20T21:27:37.161893,18.51,4.04
2025-12-20T21:27:37.213421,18.25,3.92
2025-12-20T21:27:37.264566,18.03,3.83
2025-12-20T21:27:37.317328,17.87,3.75
2025-12-20T21:27:37.369065,17.62,3.64
2025-12-20T21:27:37.420192,17.48,3.57
2025-12-20T21:27:37.471486,17.27,3.47
2025-12-20T21:27:37.522837,17.13,3.4
2025-12-20T21:27:37.574289,16.9,3.31
2025-12-20T21:27:37.625417,16.71,3.24
2025-12-20T21:27:37.677342,16.55,3.17
2025-12-20T21:27:37.728427,16.37,3.1
2025-12-20T21:27:37.779462,16.24,3.06
2025-12-20T21:27:37.830229,16.06,3.0
2025-12-20T21:27:37.882138,15.94,2.96
2025-12-20T21:27:37.933238,15.75,2.89
2025-12-20T21:27:37.984883,15.56,2.83
2025-12-20T21:27:38.036006,15.46,2.8
2025-12-20T21:27:38.087704,15.28,2.72
2025-12-20T21:27:38.138791,15.17,2.69
2025-12-20T21:27:38.190554,15.01,2.64
2025-12-20T21:27:38.242857,14.9,2.6
2025-12-20T21:27:38.294685,14.73,2.54
2025-12-20T21:27:38.346416,14.58,2.49
2025-12-20T21:27:38.398175,14.48,2.46
2025-12-20T21:27:38.449060,14.31,2.39
2025-12-20T21:27:38.500817,14.21,2.36
2025-12-20T21:27:38.551764,14.05,2.3
2025-12-20T21:27:38.602665,13.96,2.26
2025-12-20T21:27:38.653666,13.83,2.21
2025-12-20T21:27:38.704866,13.68,2.15
2025-12-20T21:27:38.755643,13.58,2.12
2025-12-20T21:27:38.806456,13.46,2.06
2025-12-20T21:27:38.857733,13.37,2.03
2025-12-20T21:27:38.908592,13.25,1.98
2025-12-20T21:27:38.959613,13.17,1.95
2025-12-20T21:27:39.010462,13.03,1.91
2025-12-20T21:27:39.062793,12.95,1.88
2025-12-20T21:27:39.113681,12.84,1.83
2025-12-20T21:27:39.164713,12.72,1.79
2025-12-20T21:27:39.215866,12.64,1.76
2025-12-20T21:27:39.267277,12.54,1.71
2025-12-20T21:27:39.318444,12.46,1.68
