time,altitude_m,v_down_m_s
2025-12-20T21:27:39.369383,12.35,1.64
2025-12-20T21:27:39.420195,12.29,1.61
2025-12-20T21:27:39.471274,12.19,1.58
2025-12-20T21:27:39.523155,12.12,1.55
2025-12-20T21:27:39.574267,12.02,1.52
2025-12-20T21:27:39.625201,11.93,1.48
2025-12-20T21:27:39.676243,11.87,1.46
2025-12-20T21:27:39.727224,11.77,1.42
2025-12-20T21:27:39.778091,11.71,1.4
2025-12-20T21:27:39.828957,11.63,1.37
2025-12-20T21:27:39.879826,11.57,1.34
2025-12-20T21:27:39.931327,11.48,1.3
2025-12-20T21:27:39.983117,11.42,1.28
2025-12-20T21:27:40.034310,11.34,1.25
2025-12-20T21:27:40.085407,11.26,1.21
2025-12-20T21:27:40.136174,11.2,1.19
2025-12-20T21:27:40.187443,11.13,1.17
2025-12-20T21:27:40.238586,11.08,1.15
2025-12-20T21:27:40.289532,11.0,1.11
2025-12-20T21:27:40.340642,10.95,1.09
2025-12-20T21:27:40.392322,10.89,1.07
2025-12-20T21:27:40.443293,10.84,1.05
2025-12-20T21:27:40.494401,10.77,1.01
2025-12-20T21:27:40.545340,10.71,0.99
2025-12-20T21:27:40.596507,10.67,0.97
2025-12-20T21:27:40.647367,10.6,0.95
2025-12-20T21:27:40.698159,10.56,0.93
2025-12-20T21:27:40.748919,10.5,0.91
2025-12-20T21:27:40.800256,10.46,0.89
2025-12-20T21:27:40.851038,10.4,0.87
2025-12-20T21:27:40.903153,10.37,0.86
2025-12-20T21:27:40.954287,10.31,0.85
2025-12-20T21:27:41.005273,10.25,0.84
2025-12-20T21:27:41.056356,10.22,0.84
2025-12-20T21:27:41.107247,10.16,0.84
2025-12-20T21:27:41.158269,10.12,0.84
2025-12-20T21:27:41.209095,10.07,0.84
2025-12-20T21:27:41.260117,10.03,0.84
2025-12-20T21:27:41.311359,9.98,0.84
2025-12-20T21:27:41.363140,9.94,0.85
2025-12-20T21:27:41.414319,9.88,0.84
2025-12-20T21:27:41.465304,9.83,0.85
2025-12-20T21:27:41.516095,9.79,0.85
2025-12-20T21:27:41.566977,9.73,0.85
2025-12-20T21:27:41.618213,9.69,0.85
2025-12-20T21:27:41.669136,9.64,0.85
2025-12-20T21:27:41.720407,9.6,0.85
2025-12-20T21:27:41.771370,9.55,0.85
2025-12-20T21:27:41.823632,9.51,0.85
2025-12-20T21:27:41.875132,9.45,0.86
2025-12-20T21:27:41.926409,9.4,0.86
2025-12-20T21:27:41.978391,9.37,0.86
2025-12-20T21:27:42.029142,9.32,0.86
2025-12-20T21:27:42.080877,9.27,0.87
2025-12-20T21:27:42.132377,9.22,0.87
2025-12-20T21:27:42.183533,9.18,0.87
2025-12-20T21:27:42.234726,9.13,0.88
2025-12-20T21:27:42.286077,9.07,0.88
2025-12-20T21:27:42.338996,9.04,0.88
2025-12-20T21:27:42.389947,8.98,0.88
2025-12-20T21:27:42.440906,8.94,0.88
2025-12-20T21:27:42.492991,8.89,0.89
2025-12-20T21:27:42.545144,8.85,0.89
2025-12-20T21:27:42.596528,8.8,0.89
2025-12-20T21:27:42.647378,8.74,0.89
2025-12-20T21:27:42.698505,8.7,0.89
2025-12-20T21:27:42.749320,8.65,0.89
2025-12-20T21:27:42.800013,8.61,0.89
2025-12-20T21:27:42.850647,8.55,0.89
2025-12-20T21:27:42.901953,8.52,0.9
2025-12-20T21:27:42.953471,8.47,0.9
2025-12-20T21:27:43.005674,8.43,0.9
2025-12-20T21:27:43.056761,8.37,0.9
2025-12-20T21:27:43.107790,8.32,0.9
2025-12-20T21:27:43.158856,8.28,0.9
2025-12-20T21:27:43.210278,8.22,0.9
2025-12-20T21:27:43.261208,8.19,0.91
2025-12-20T21:27:43.312391,8.13,0.91
2025-12-20T21:27:43.363693,8.09,0.91
2025-12-20T21:27:43.414324,8.04,0.92
2025-12-20T21:27:43.465451,8.0,0.92
2025-12-20T21:27:43.516904,7.94,0.92
