time,altitude_m,v_down_m_s
2025-12-20T21:24:05.245107,41.11,-0.02
2025-12-20T21:24:05.296364,41.11,-0.02
2025-12-20T21:24:05.347142,41.11,0.16
2025-12-20T21:24:05.399127,41.09,0.67
2025-12-20T21:24:05.449947,41.04,1.14
2025-12-20T21:24:05.500928,40.97,1.56
2025-12-20T21:24:05.552296,40.87,2.05
2025-12-20T21:24:05.604657,40.79,2.38
2025-12-20T21:24:05.656317,40.65,2.8
2025-12-20T21:24:05.707180,40.47,3.28
2025-12-20T21:24:05.759530,40.34,3.58
2025-12-20T21:24:05.810324,40.13,4.01
2025-12-20T21:24:05.861371,39.98,4.32
2025-12-20T21:24:05.912170,39.7,4.82
2025-12-20T21:24:05.963360,39.51,5.14
2025-12-20T21:24:06.015396,39.22,5.6
2025-12-20T21:24:06.066378,38.85,6.11
2025-12-20T21:24:06.117575,38.61,6.44
2025-12-20T21:24:06.168366,38.24,6.86
2025-12-20T21:24:06.219173,37.98,7.1
2025-12-20T21:24:06.270101,37.53,7.37
2025-12-20T21:24:06.320853,37.24,7.46
2025-12-20T21:24:06.372503,36.83,7.53
2025-12-20T21:24:06.423548,36.55,7.56
2025-12-20T21:24:06.475727,36.08,7.61
2025-12-20T21:24:06.526415,35.61,7.65
2025-12-20T21:24:06.577328,35.37,7.67
2025-12-20T21:24:06.628297,34.9,7.7
2025-12-20T21:24:06.680275,34.6,7.72
2025-12-20T21:24:06.731902,34.12,7.73
2025-12-20T21:24:06.783877,33.82,7.75
2025-12-20T21:24:06.835066,33.4,7.76
2025-12-20T21:24:06.885880,32.91,7.77
2025-12-20T21:24:06.936861,32.67,7.78
2025-12-20T21:24:06.988001,32.18,7.79
2025-12-20T21:24:07.038935,31.87,7.79
2025-12-20T21:24:07.090025,31.45,7.8
2025-12-20T21:24:07.141146,31.14,7.8
2025-12-20T21:24:07.192486,30.65,7.81
2025-12-20T21:24:07.244431,30.34,7.82
2025-12-20T21:24:07.295475,29.9,7.82
2025-12-20T21:24:07.346934,29.41,7.83
2025-12-20T21:24:07.397919,29.1,7.83
2025-12-20T21:24:07.448771,28.66,7.83
2025-12-20T21:24:07.500182,28.35,7.83
2025-12-20T21:24:07.551858,27.86,7.83
2025-12-20T21:24:07.603469,27.55,7.83
2025-12-20T21:24:07.655060,27.11,7.81
2025-12-20T21:24:07.705999,26.8,7.77
2025-12-20T21:24:07.758062,26.31,7.63
2025-12-20T21:24:07.809383,25.89,7.49
2025-12-20T21:24:07.861758,25.6,7.37
2025-12-20T21:24:07.913276,25.14,7.13
2025-12-20T21:24:07.963999,24.85,7.0
2025-12-20T21:24:08.014893,24.41,6.78
2025-12-20T21:24:08.066287,24.04,6.61
2025-12-20T21:24:08.117434,23.78,6.48
2025-12-20T21:24:08.169179,23.37,6.28
2025-12-20T21:24:08.222330,23.17,6.19
2025-12-20T21:24:08.273468,22.77,5.99
2025-12-20T21:24:08.324420,22.53,5.89
2025-12-20T21:24:08.377102,22.16,5.72
2025-12-20T21:24:08.428531,21.83,5.58
2025-12-20T21:24:08.480636,21.61,5.46
2025-12-20T21:24:08.533315,21.3,5.3
2025-12-20T21:24:08.585951,21.09,5.21
2025-12-20T21:24:08.637283,20.75,5.06
2025-12-20T21:24:08.688241,20.55,4.97
2025-12-20T21:24:08.739841,20.27,4.85
2025-12-20T21:24:08.791101,19.96,4.7
2025-12-20T21:24:08.842833,19.77,4.61
2025-12-20T21:24:08.893986,19.47,4.46
2025-12-20T21:24:08.945275,19.33,4.39
2025-12-20T21:24:08.997356,19.04,4.26
2025-12-20T21:24:09.048730,18.8,4.16
2025-12-20T21:24:09.099971,18.63,4.09
2025-12-20T21:24:09.151214,18.37,3.96
2025-12-20T21:24:09.202990,18.2,3.89
2025-12-20T21:24:09.254423,17.98,3.79
2025-12-20T21:24:09.306712,17.82,3.72
2025-12-20T21:24:09.357988,17.58,3.61
2025-12-20T21:24:09.408960,17.37,3.52
2025-12-20T21:24:09.461620,17.2,3.44
2025-12-20T21:24:09.513173,17.0,3.34
2025-12-20T21:24:09.564264,16.87,3.28
2025-12-20T21:24:09.614946,16.68,3.21
2025-12-20T21:24:09.666082,16.54,3.17
2025-12-20T21:24:09.717333,16.33,3.1
2025-12-20T21:24:09.768231,16.16,3.04
2025-12-20T21:24:09.819246,16.03,3.0
2025-12-20T21:24:09.870074,15.84,2.93
2025-12-20T21:24:09.922190,15.72,2.89
2025-12-20T21:24:09.973712,15.55,2.83
2025-12-20T21:24:10.024729,15.44,2.79
2025-12-20T21:24:10.077426,15.25,2.73
2025-12-20T21:24:10.128486,15.14,2.69
2025-12-20T21:24:10.181097,14.99,2.64
2025-12-20T21:24:10.231923,14.81,2.58
2025-12-20T21:24:10.282865,14.7,2.54
2025-12-20T21:24:10.335403,14.56,2.49
2025-12-20T21:24:10.387043,14.45,2.44
2025-12-20T21:24:10.438303,14.29,2.39
2025-12-20T21:24:10.490013,14.15,2.34
2025-12-20T21:24:10.540960,14.05,2.3
2025-12-20T21:24:10.592836,13.9,2.24
2025-12-20T21:24:10.645148,13.8,2.2
2025-12-20T21:24:10.696091,13.67,2.16
2025-12-20T21:24:10.746883,13.58,2.12
2025-12-20T21:24:10.797624,13.44,2.07
2025-12-20T21:24:10.848302,13.32,2.02
2025-12-20T21:24:10.899347,13.23,1.99
2025-12-20T21:24:10.950347,13.1,1.94
2025-12-20T21:24:11.001099,13.02,1.91
2025-12-20T21:24:11.051783,12.9,1.86
2025-12-20T21:24:11.103214,12.82,1.83
2025-12-20T21:24:11.154535,12.7,1.79
2025-12-20T21:24:11.205376,12.63,1.76
2025-12-20T21:24:11.256404,12.51,1.72
2025-12-20T21:24:11.307660,12.45,1.69
2025-12-20T21:24:11.359251,12.34,1.65
