timestamp,phase,altitude_m,vertical_speed_m_s,airspeed_m_s,roll_deg,pitch_deg,yaw_deg
2026-01-23T02:08:02.356920,MC_CLIMB,0.0,0.0,0.06,-0.18,0.14,87.91
2026-01-23T02:08:02.458149,MC_CLIMB,0.0,0.0,0.06,-0.18,0.13,87.91
2026-01-23T02:08:02.559425,MC_CLIMB,0.0,0.0,0.06,-0.19,0.16,87.9
2026-01-23T02:08:02.660978,MC_CLIMB,0.0,0.0,0.06,-0.2,0.15,87.87
2026-01-23T02:08:02.763807,MC_CLIMB,0.0,0.0,0.06,-0.19,0.16,87.88
2026-01-23T02:08:02.865147,MC_CLIMB,0.0,0.0,0.06,-0.2,0.16,87.87
2026-01-23T02:08:02.966099,MC_CLIMB,0.0,0.0,0.06,-0.19,0.18,87.87
2026-01-23T02:08:03.067123,MC_CLIMB,0.01,0.0,0.06,-0.2,0.16,87.87
2026-01-23T02:08:03.168613,MC_CLIMB,0.01,0.0,0.06,-0.16,0.15,87.85
2026-01-23T02:08:03.269820,MC_CLIMB,0.01,0.0,0.07,-0.18,0.15,87.85
2026-01-23T02:08:03.370415,MC_CLIMB,0.01,0.0,0.08,-0.16,0.13,87.83
2026-01-23T02:08:03.471306,MC_CLIMB,0.01,0.0,0.07,-0.16,0.13,87.81
2026-01-23T02:08:03.572283,MC_CLIMB,0.01,0.0,0.07,-0.14,0.14,87.81
2026-01-23T02:08:03.672926,MC_CLIMB,0.0,-0.01,0.07,-0.12,0.14,87.78
2026-01-23T02:08:03.774750,MC_CLIMB,0.0,-0.01,0.08,-0.13,0.11,87.77
2026-01-23T02:08:03.875616,MC_CLIMB,0.0,-0.01,0.07,-0.14,0.09,87.79
2026-01-23T02:08:03.976900,MC_CLIMB,0.0,-0.02,0.08,-0.13,0.03,87.8
2026-01-23T02:08:04.077651,MC_CLIMB,0.01,-0.21,0.07,-0.42,-0.8,86.98
2026-01-23T02:08:04.178419,MC_CLIMB,0.05,-0.59,0.08,-0.93,-1.5,83.56
2026-01-23T02:08:04.279960,MC_CLIMB,0.13,-0.99,0.13,-1.21,-1.43,77.19
2026-01-23T02:08:04.381104,MC_CLIMB,0.24,-1.14,0.16,-1.25,-0.31,68.3
2026-01-23T02:08:04.482383,MC_CLIMB,0.36,-1.29,0.17,-1.01,1.0,57.86
2026-01-23T02:08:04.584739,MC_CLIMB,0.5,-1.55,0.15,-0.21,1.74,46.93
2026-01-23T02:08:04.685580,MC_CLIMB,0.67,-1.98,0.11,0.74,1.99,36.16
2026-01-23T02:08:04.787120,MC_CLIMB,0.88,-2.41,0.05,1.46,1.91,26.46
2026-01-23T02:08:04.887909,MC_CLIMB,1.15,-2.86,0.02,1.69,1.72,20.0
2026-01-23T02:08:04.988697,MC_CLIMB,1.43,-3.24,0.06,1.54,1.48,15.08
2026-01-23T02:08:05.090064,MC_CLIMB,1.83,-3.69,0.11,1.14,1.26,11.72
2026-01-23T02:08:05.191142,MC_CLIMB,2.23,-4.09,0.14,0.59,1.07,48.33
2026-01-23T02:08:05.292307,MC_CLIMB,2.63,-4.48,0.15,-0.03,0.88,44.98
2026-01-23T02:08:05.393543,MC_CLIMB,3.1,-4.95,0.13,-1.3,0.63,36.94
2026-01-23T02:08:05.495459,MC_CLIMB,3.58,-5.34,0.11,-2.11,0.6,26.58
2026-01-23T02:08:05.596687,MC_CLIMB,4.14,-5.7,0.11,-1.72,0.72,17.13
2026-01-23T02:08:05.698147,MC_CLIMB,4.7,-6.04,0.14,-0.64,0.94,9.69
2026-01-23T02:08:05.799858,MC_CLIMB,5.33,-6.42,0.16,0.54,1.27,4.57
2026-01-23T02:08:05.901409,MC_CLIMB,5.94,-6.77,0.17,1.19,1.48,1.92
2026-01-23T02:08:06.002293,MC_CLIMB,6.66,-7.15,0.19,1.27,1.57,0.71
2026-01-23T02:08:06.103485,MC_CLIMB,7.35,-7.5,0.21,0.89,1.56,0.48
2026-01-23T02:08:06.205262,MC_CLIMB,8.13,-7.89,0.25,0.38,1.51,0.59
2026-01-23T02:08:06.306411,MC_CLIMB,8.89,-8.26,0.25,-0.09,1.5,0.7
2026-01-23T02:08:06.407760,MC_CLIMB,9.76,-8.66,0.27,-0.38,1.53,0.66
2026-01-23T02:08:06.508787,MC_CLIMB,10.6,-8.94,0.28,-0.48,1.61,0.56
2026-01-23T02:08:06.609873,MC_CLIMB,11.51,-9.02,0.28,-0.42,1.74,0.45
2026-01-23T02:08:06.710816,MC_CLIMB,12.57,-9.06,0.29,-0.33,1.77,0.39
2026-01-23T02:08:06.811975,MC_CLIMB,13.44,-9.1,0.3,-0.24,1.72,0.39
2026-01-23T02:08:06.913071,MC_CLIMB,14.38,-9.13,0.3,-0.14,1.62,0.39
2026-01-23T02:08:07.014109,MC_CLIMB,15.31,-9.16,0.3,-0.12,1.48,0.45
2026-01-23T02:08:07.115580,MC_CLIMB,16.18,-9.2,0.29,-0.08,1.39,0.51
2026-01-23T02:08:07.216602,MC_CLIMB,18.08,-9.23,0.28,-0.08,1.24,0.55
2026-01-23T02:08:07.317704,MC_CLIMB,19.04,-9.26,0.27,-0.1,1.1,0.6
2026-01-23T02:08:07.418459,MC_CLIMB,19.92,-9.28,0.26,-0.07,1.02,0.65
2026-01-23T02:08:07.519871,MC_CLIMB,20.87,-9.31,0.24,-0.05,0.91,0.7
2026-01-23T02:08:07.621115,MC_CLIMB,21.76,-9.34,0.23,-0.04,0.81,0.72
2026-01-23T02:08:07.722588,MC_CLIMB,22.74,-9.37,0.21,-0.07,0.73,0.77
2026-01-23T02:08:07.823811,MC_CLIMB,23.62,-9.39,0.2,-0.05,0.65,0.79
2026-01-23T02:08:07.925956,MC_CLIMB,24.59,-9.41,0.18,-0.01,0.61,0.79
2026-01-23T02:08:08.026903,MC_CLIMB,25.57,-9.44,0.17,-0.04,0.54,0.79
2026-01-23T02:08:08.127700,MC_CLIMB,26.48,-9.46,0.16,-0.03,0.5,0.78
2026-01-23T02:08:08.229067,MC_CLIMB,27.38,-9.48,0.15,-0.03,0.47,0.77
2026-01-23T02:08:08.330250,MC_CLIMB,28.36,-9.5,0.13,-0.03,0.44,0.76
